ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: search_keywords,Meta: seo_title,Meta: seo_description,Meta: seo_canonical,Meta: seo_robots,Meta: seo_focus_keyword,Meta: seo_secondary_keywords,Meta: schema_brand,Meta: schema_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_validation_status,Meta: _dtb_validation_errors,Meta: _dtb_brand,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,simple,TTFBC,,TapeTech Flat Box Combo TTFBC,1,0,visible,"TapeTech Flat Box Combo TTFBC is a flat finishing combo for flat and butt joint finishing on walls and ceilings, validated against the official source listing.","<h2>TapeTech Flat Box Combo TTFBC</h2><p>A pre-packaged TapeTech flat box combo built around the most popular finishing box sizes and a 42 in. flat box handle. The loading pump and filler improve fill efficiency while keeping the kit focused on flat and butt joint production.</p><h3>Key Applications</h3><ul><li>Finishes joints on walls and ceilings</li><li>Provides a practical starter kit for automatic flat finishing</li><li>Pairs boxes, pump, filler, and handle in one production-ready bundle</li></ul><h3>Included Tools</h3><table class=""dtb-product-spec-table dtb-kit-contents""><thead><tr><th>Qty</th><th>Included Tool</th><th>Model / MPN</th></tr></thead><tbody><tr><td>1</td><td>10 in. EasyClean Flat Box</td><td>EZ10TT</td></tr><tr><td>1</td><td>12 in. EasyClean Flat Box</td><td>EZ12TT</td></tr><tr><td>1</td><td>Loading Pump</td><td>76TT</td></tr><tr><td>1</td><td>Flat Box Filler</td><td>90TT</td></tr><tr><td>1</td><td>42 in. Flat Box Handle</td><td>8042TT</td></tr></tbody></table><h3>Specifications</h3><table class=""dtb-product-spec-table""><tbody><tr><th>Brand</th><td>TapeTech</td></tr><tr><th>Product Type</th><td>Flat finishing combo</td></tr><tr><th>Set Code / MPN</th><td>TTFBC</td></tr><tr><th>Source Item SKU</th><td>13677</td></tr><tr><th>Configuration</th><td>10 in. and 12 in. EasyClean boxes with fixed 42 in. flat box handle</td></tr><tr><th>Primary Workflow</th><td>Flat and butt joint finishing on walls and ceilings</td></tr><tr><th>Included Tool Count</th><td>5</td></tr><tr><th>Warranty</th><td>5 Year TapeTech Warranty</td></tr><tr><th>Availability</th><td>In stock</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,0,,,1480.00,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,"TapeTech,Drywall Finishing Tools",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ttfbc_01.webp,,,,,,,,,0,TapeTech,,,,,,"TapeTech, TTFBC, 13677, drywall tool set, Flat and butt joint finishing on walls and ceilings, 10 in. and 12 in. EasyClean boxes with fixed 42 in. flat box handle",TapeTech Flat Box Combo TTFBC | Drywall Toolbox,"TapeTech Flat Box Combo TTFBC is a flat finishing combo for flat and butt joint finishing on walls and ceilings, validated against the official source TapeTec",,"index,follow",TapeTech Flat Box Combo TTFBC,"TapeTech TTFBC, drywall tool set, automatic taping tools, drywall finishing set",TapeTech,TTFBC,NewCondition,tapetech,TapeTech,toolset,standard,tool-sets-and-kits,tool-sets-and-kits,0,,,,,,,0,,,,,,official_source_validated,Validated against official source: https://www.drywalltoolbox.com/TapeTech-Flat-Box-Combo-TTFBC; source item SKU: 13677; source availability: In stock.,TapeTech,,,,
,variable,TT-FLAT-BOX-HANDLE,,TapeTech Flat Box Handle,1,0,visible,"Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends.","<p>TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For Wall Work, Tight Areas, and Low Ceilings Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty</p>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Flat Box Handles,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8034tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8042tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8054tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8072tt_01.webp",,,,,,,,,37,TapeTech,Length,"34"", 42"", 54"", 72""",1,0,"34""","DTB-TT-FLAT-BOX-HANDLE, TapeTech Flat Box Handle, TapeTech",TapeTech Flat Box Handle,"Shop TapeTech Flat Box Handle, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Flat Box Handle,"TapeTech, drywall tools, DTB-TT-FLAT-BOX-HANDLE",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,flat-box-handles,flat-box-handles,0,,,,,8034TT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variation,8034TT,,"TapeTech Flat Box Handle - 34""",1,0,visible,"The 34"" TapeTech Flat Box Handle delivers professional-grade drywall finishing performance. Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surf.","<p>TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For Wall Work, Tight Areas, and Low Ceilings Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty</p>",,,taxable,,1,,,0,0,,,,,0,,,229.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8034tt_01.webp,,,TT-FLAT-BOX-HANDLE,,,,,,1,TapeTech,Length,"34""",1,0,,"8034TT, TapeTech Flat Box Handle - 34"", TapeTech","TapeTech Flat Box Handle - 34""","Shop TapeTech Flat Box Handle - 34"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Flat Box Handle - 34""","TapeTech, drywall tools, 8034TT",TapeTech,8034TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-FLAT-BOX-HANDLE,Length,"34""","34""",,1,1,,,,,,official-brand-catalog-price-validated,,TapeTech,,,,
,variation,8042TT,,"TapeTech Flat Box Handle - 42""",1,0,visible,"The 42"" TapeTech Flat Box Handle delivers professional-grade drywall finishing performance. Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surf.","<p>TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For Wall Work, Tight Areas, and Low Ceilings Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty</p>",,,taxable,,1,,,0,0,,,,,0,,,234.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8042tt_01.webp,,,TT-FLAT-BOX-HANDLE,,,,,,2,TapeTech,Length,"42""",1,0,,"8042TT, TapeTech Flat Box Handle - 42"", TapeTech","TapeTech Flat Box Handle - 42""","Shop TapeTech Flat Box Handle - 42"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Flat Box Handle - 42""","TapeTech, drywall tools, 8042TT",TapeTech,8042TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-FLAT-BOX-HANDLE,Length,"42""","42""",,2,1,,,,,,official-brand-catalog-price-validated,,TapeTech,,,,
,variation,8054TT,,"TapeTech Flat Box Handle - 54""",1,0,visible,"The 54"" TapeTech Flat Box Handle delivers professional-grade drywall finishing performance. Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surf.","<p>TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For Wall Work, Tight Areas, and Low Ceilings Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty</p>",,,taxable,,1,,,0,0,,,,,0,,,239.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8054tt_01.webp,,,TT-FLAT-BOX-HANDLE,,,,,,3,TapeTech,Length,"54""",1,0,,"8054TT, TapeTech Flat Box Handle - 54"", TapeTech","TapeTech Flat Box Handle - 54""","Shop TapeTech Flat Box Handle - 54"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Flat Box Handle - 54""","TapeTech, drywall tools, 8054TT",TapeTech,8054TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-FLAT-BOX-HANDLE,Length,"54""","54""",,3,1,,,,,,official-brand-catalog-price-validated,,TapeTech,,,,
,variation,8072TT,,"TapeTech Flat Box Handle - 72""",1,0,visible,"The 72"" TapeTech Flat Box Handle delivers professional-grade drywall finishing performance. Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surf.","<p>TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For Wall Work, Tight Areas, and Low Ceilings Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty</p>",,,taxable,,1,,,0,0,,,,,0,,,249.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_8072tt_01.webp,,,TT-FLAT-BOX-HANDLE,,,,,,4,TapeTech,Length,"72""",1,0,,"8072TT, TapeTech Flat Box Handle - 72"", TapeTech","TapeTech Flat Box Handle - 72""","Shop TapeTech Flat Box Handle - 72"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Flat Box Handle - 72""","TapeTech, drywall tools, 8072TT",TapeTech,8072TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-FLAT-BOX-HANDLE,Length,"72""","72""",,4,1,,,,,,official-brand-catalog-price-validated,,TapeTech,,,,
,simple,TTFULL2SET,,TapeTech Full Set X2 Contractors Pack,1,0,visible,"TapeTech Full Set X2 Contractors Pack is a two-crew contractor full-set pack for duplicate taping and finishing workflows for production crews, validated against the official source listing.","<h2>TapeTech Full Set X2 Contractors Pack</h2><p>A contractor-oriented two-set TapeTech package that doubles the core taping and finishing tools for production crews, remodelers, or teams that need parallel workflows on larger jobs.</p><h3>Key Applications</h3><ul><li>Supports two complete taping and finishing workflows</li><li>Finishes drywall corners, flats, and butt joints</li><li>Provides duplicated pumps, tapers, boxes, applicators, and support handles for crew deployment</li></ul><h3>Included Tools</h3><table class=""dtb-product-spec-table dtb-kit-contents""><thead><tr><th>Qty</th><th>Included Tool</th><th>Model / MPN</th></tr></thead><tbody><tr><td>2</td><td>EasyClean Automatic Tapers</td><td>07TT</td></tr><tr><td>2</td><td>Loading Pumps</td><td>76TT</td></tr><tr><td>2</td><td>Goosenecks</td><td>85TT</td></tr><tr><td>2</td><td>Fillers</td><td>90TT</td></tr><tr><td>2</td><td>Corner Finisher Adapters</td><td>CFA-TT</td></tr><tr><td>2</td><td>Corner Rollers</td><td>15TTE</td></tr><tr><td>2</td><td>10 in. EasyClean Flat Boxes with EasyRoll Wheels</td><td>EZ10TT</td></tr><tr><td>2</td><td>12 in. EasyClean Flat Boxes with EasyRoll Wheels</td><td>EZ12TT</td></tr><tr><td>2</td><td>3 in. EasyRoll Adjustable Corner Finishers</td><td>48TT</td></tr><tr><td>2</td><td>8 in. Corner Applicators</td><td>CA08TT</td></tr><tr><td>2</td><td>42 in. Flat Box Handles</td><td>8042TT</td></tr><tr><td>6</td><td>Interchangeable Fiberglass Support Handles</td><td>FHTT</td></tr></tbody></table><h3>Specifications</h3><table class=""dtb-product-spec-table""><tbody><tr><th>Brand</th><td>TapeTech</td></tr><tr><th>Product Type</th><td>Two-crew contractor full-set pack</td></tr><tr><th>Set Code / MPN</th><td>TTFULL2SET</td></tr><tr><th>Source Item SKU</th><td>70128</td></tr><tr><th>Configuration</th><td>Two full TapeTech taping/finishing sets with six fiberglass support handles</td></tr><tr><th>Primary Workflow</th><td>Duplicate taping and finishing workflows for production crews</td></tr><tr><th>Included Tool Count</th><td>28</td></tr><tr><th>Warranty</th><td>5 Year TapeTech Warranty</td></tr><tr><th>Availability</th><td>In stock</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,0,,,8756.00,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,"TapeTech,Drywall Finishing Tools",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ttfull2set_01.webp,,,,,,,,,0,TapeTech,,,,,,"TapeTech, TTFULL2SET, 70128, drywall tool set, Duplicate taping and finishing workflows for production crews, Two full TapeTech taping/finishing sets with six fiberglass support handles",TapeTech Full Set X2 Contractors Pack | Drywall Toolbox,"TapeTech Full Set X2 Contractors Pack is a two-crew contractor full-set pack for duplicate taping and finishing workflows for production crews, validated ag",,"index,follow",TapeTech Full Set X2 Contractors Pack,"TapeTech TTFULL2SET, drywall tool set, automatic taping tools, drywall finishing set",TapeTech,TTFULL2SET,NewCondition,tapetech,TapeTech,toolset,standard,tool-sets-and-kits,tool-sets-and-kits,0,,,,,,,0,,,,,,official_source_validated,Validated against official source: https://www.drywalltoolbox.com/TapeTech-Full-Set-X2-Contractors-Pack; source item SKU: 70128; source availability: In stock.,TapeTech,,,,
,variable,TT-GOOSENECK,,TapeTech Gooseneck,1,0,visible,"The TapeTech Gooseneck is the precision-curved connector linking your automatic taper to the pump system — engineered for smooth compound flow and secure, positive-lock connections that don't loosen during continuous operation.","<p>The TapeTech Gooseneck is a critical component in the TapeTech compound delivery chain — its precision-engineered curve optimizes flow geometry between pump and taper, preventing blockages and maintaining consistent compound pressure across the full operational range.</p>
<ul>
<li><strong>Optimized Flow Curve</strong>: Engineered bend geometry minimizes compound flow restriction and pressure drop</li>
<li><strong>Positive-Lock Connections</strong>: Secure connections on both pump and taper ends — don't loosen during operation</li>
<li><strong>Durable Aluminum Construction</strong>: Precision-machined to TapeTech's professional-grade standards</li>
<li><strong>TapeTech System Compatible</strong>: Engineered for seamless integration with TapeTech automatic tapers and pump systems</li>
<li><strong>Easy Connection/Disconnection</strong>: Quick-connect design speeds up job site tool changes and end-of-day cleanup</li>
</ul>
<p>An essential TapeTech system component — backed by TapeTech's industry-leading warranty and available from authorized TapeTech dealers.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Pumps & Adapters,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_85t_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_85xltt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_85xltt_02.webp",,,,,,,,,35,TapeTech,Model,"Standard, Extra Long",1,0,Standard,"DTB-TT-GOOSENECK, TapeTech Gooseneck, TapeTech",TapeTech Gooseneck,"Shop TapeTech Gooseneck, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Gooseneck,"TapeTech, drywall tools, DTB-TT-GOOSENECK",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,pumps-and-adapters,pumps-and-adapters,0,,,,,85T,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,
,variation,85T,,TapeTech Gooseneck - Standard,1,0,visible,The Standard TapeTech Gooseneck delivers professional-grade drywall finishing performance. The TapeTech Gooseneck is the precision-curved connector linking your automatic taper to the pump system — engineered fo.,"<p>The TapeTech Gooseneck is a critical component in the TapeTech compound delivery chain — its precision-engineered curve optimizes flow geometry between pump and taper, preventing blockages and maintaining consistent compound pressure across the full operational range.</p>
<ul>
<li><strong>Optimized Flow Curve</strong>: Engineered bend geometry minimizes compound flow restriction and pressure drop</li>
<li><strong>Positive-Lock Connections</strong>: Secure connections on both pump and taper ends — don't loosen during operation</li>
<li><strong>Durable Aluminum Construction</strong>: Precision-machined to TapeTech's professional-grade standards</li>
<li><strong>TapeTech System Compatible</strong>: Engineered for seamless integration with TapeTech automatic tapers and pump systems</li>
<li><strong>Easy Connection/Disconnection</strong>: Quick-connect design speeds up job site tool changes and end-of-day cleanup</li>
</ul>
<p>An essential TapeTech system component — backed by TapeTech's industry-leading warranty and available from authorized TapeTech dealers.</p>",,,taxable,,1,,,0,0,,,,,0,,,105.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_85t_01.webp,,,TT-GOOSENECK,,,,,,1,TapeTech,Model,Standard,1,0,,"85T, TapeTech Gooseneck - Standard, TapeTech",TapeTech Gooseneck - Standard,"Shop TapeTech Gooseneck - Standard, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Gooseneck - Standard,"TapeTech, drywall tools, 85T",TapeTech,85T,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-GOOSENECK,Model,Standard,Standard,,1,1,,,,,,official-brand-catalog-price-validated,,TapeTech,,,,
,variation,85XLTT,,TapeTech Gooseneck - Extra Long,1,0,visible,The Extra Long TapeTech Gooseneck delivers professional-grade drywall finishing performance. The TapeTech Gooseneck is the precision-curved connector linking your automatic taper to the pump system — engineered fo.,"<p>The TapeTech Gooseneck is a critical component in the TapeTech compound delivery chain — its precision-engineered curve optimizes flow geometry between pump and taper, preventing blockages and maintaining consistent compound pressure across the full operational range.</p>
<ul>
<li><strong>Optimized Flow Curve</strong>: Engineered bend geometry minimizes compound flow restriction and pressure drop</li>
<li><strong>Positive-Lock Connections</strong>: Secure connections on both pump and taper ends — don't loosen during operation</li>
<li><strong>Durable Aluminum Construction</strong>: Precision-machined to TapeTech's professional-grade standards</li>
<li><strong>TapeTech System Compatible</strong>: Engineered for seamless integration with TapeTech automatic tapers and pump systems</li>
<li><strong>Easy Connection/Disconnection</strong>: Quick-connect design speeds up job site tool changes and end-of-day cleanup</li>
</ul>
<p>An essential TapeTech system component — backed by TapeTech's industry-leading warranty and available from authorized TapeTech dealers.</p>",,,taxable,,1,,,0,0,,,,,0,,,199.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_85xltt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_85xltt_02.webp",,,TT-GOOSENECK,,,,,,2,TapeTech,Model,Extra Long,1,0,,"85XLTT, TapeTech Gooseneck - Extra Long, TapeTech",TapeTech Gooseneck - Extra Long,"Shop TapeTech Gooseneck - Extra Long, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Gooseneck - Extra Long,"TapeTech, drywall tools, 85XLTT",TapeTech,85XLTT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-GOOSENECK,Model,Extra Long,Extra Long,,2,1,,,,,,official-brand-catalog-price-validated,,TapeTech,,,,
,simple,GSR-TT,,TapeTech Gooseneck Riser,1,0,visible,The TapeTech Gooseneck Riser elevates the gooseneck connection point for improved compound flow angle and reduced hose kinking — keeping your TapeTech pump system delivering consistent pressure through every application.,"<p>The TapeTech Gooseneck Riser is a precision-engineered adapter that optimizes the connection geometry between pump, gooseneck, and automatic taper. By raising the connection point, it improves compound flow angle and reduces the hose kinking that can cause pressure drops during continuous taping operations.</p>
<ul>
<li><strong>Improved Flow Geometry</strong>: Elevated connection reduces compound flow restriction and hose kinking</li>
<li><strong>Consistent Compound Pressure</strong>: Optimized flow path maintains steady pressure through the full taping system</li>
<li><strong>TapeTech System Compatible</strong>: Engineered for seamless integration with TapeTech automatic tapers and pump systems</li>
<li><strong>Durable Aluminum Construction</strong>: Machined to TapeTech's professional-grade standards</li>
<li><strong>Easy Installation</strong>: Direct replacement connection — no tools required</li>
</ul>
<p>A small component that makes a real difference in compound delivery consistency on high-volume taping jobs. Backed by TapeTech's industry-leading warranty.</p>",,,taxable,,1,,,0,0,,,,,0,,,13.99,Drywall Finishing Tools > TapeTech > Pumps & Adapters,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_gsrtt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_gsrtt_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_gsrtt_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_gsrtt_04.webp",,,,,,,,,0,TapeTech,,,,,,"GSR-TT, TapeTech Gooseneck Riser, TapeTech",TapeTech Gooseneck Riser,"Shop TapeTech Gooseneck Riser, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Gooseneck Riser,"TapeTech, drywall tools, GSR-TT",TapeTech,GSR-TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,pumps-and-adapters,pumps-and-adapters,0,,,,,,,0,,,,,,official-brand-catalog-price-validated,,TapeTech,,,,
,simple,804003F,,TapeTech Grip Assembly For Box Handle,0,0,hidden,The TapeTech Grip Assembly is a genuine OEM replacement component that restores the ergonomic handle grip on TapeTech flat box handles — maintaining professional control and reducing hand fatigue for full-day finishing work.,"<p>The TapeTech Grip Assembly (804003F) is the genuine OEM replacement grip for TapeTech flat finishing box handles. Purpose-built to restore the original ergonomic feel and control of your TapeTech box handle system, it ensures professional-grade performance is maintained throughout the life of your tools.</p>
<ul>
<li><strong>Genuine OEM Part</strong>: Factory-spec replacement for TapeTech flat box handles</li>
<li><strong>Ergonomic Comfort</strong>: Restores the original grip geometry for reduced hand fatigue on long finishing runs</li>
<li><strong>Precision Fit</strong>: Engineered for exact fitment — no modification required</li>
<li><strong>Extends Tool Life</strong>: A low-cost replacement that extends the service life of your existing handle investment</li>
</ul>
<p>Compatible with TapeTech standard flat box handles. A smart, economical alternative to full handle replacement for worn grip assemblies.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Handles & Extensions,"TapeTech,Drywall Finishing Tools",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_804003f_01.webp,,,,,,,,,0,TapeTech,,,,,,TapeTech Tools,Grip Assembly For Box Handle,2026-05-11,v2-production-normalized,"noindex,follow",Shop the TapeTech Grip Assembly For Box Handle (804003F). Replacement Grip Assembly for TapeTech Box Handles.,/product/tapetech-grip-assembly-for-box-handle-804003f/,TapeTech,804003F,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,handles-and-extensions,handles-and-extensions,0,,,,,,,0,,,,,,official-source-validated,,TapeTech,,,,
,variable,TT-ITALIAN-ABS-FLOAT,,TapeTech Italian ABS Float,1,0,visible,"The TapeTech 2″ x 11″ ABS Float is perfect for achieving optimal results when finishing EIFS, stucco and plaster. The durable yet flexible blade has rounded corners to prevent gouging.","<p>The TapeTech 2″ x 11″ ABS Float is perfect for achieving optimal results when finishing EIFS, stucco and plaster. The durable yet flexible blade has rounded corners to prevent gouging.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Mud Pans & Pumps,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_vabs050_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_vabs130_01.webp",,,,,,,,,0,TapeTech,Size,"2"", 5""",1,0,"2""","TapeTech Tools, TapeTech Italian ABS Float, Size, 2"", 5""",TapeTech Italian ABS Float,2026-05-11,v2-production-normalized,"index,follow",TapeTech Italian ABS Float,/product/tapetech-tapetech-2-italian-abs-float-vabs050/,TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,mud-pans-and-pumps,mud-pans-and-pumps,0,,Size,"2"", 5""","2"", 5""",VABS050,,0,,,,,,official-source-validated,,TapeTech,,,,
,variation,VABS050,,"TapeTech Italian ABS Float - 2""",1,0,visible,"The 2"" TapeTech Italian ABS Float delivers professional-grade performance for drywall finishing. Precision-engineered by TapeTech for consistent results in demanding production environments.","<p>The TapeTech 2″ x 11″ ABS Float is perfect for achieving optimal results when finishing EIFS, stucco and plaster. The durable yet flexible blade has rounded corners to prevent gouging.</p>",,,taxable,,1,,,0,0,,,,,0,,,16.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_vabs050_01.webp,,,TT-ITALIAN-ABS-FLOAT,,,,,,1,TapeTech,Size,"2""",1,0,,TapeTech Tools,"TapeTech Italian ABS Float - 2""",2026-05-11,v2-production-normalized,"index,follow","Shop the TapeTech TapeTech 2"" Italian ABS Float (VABS050). The TapeTech 2″ x 11″ ABS Float is perfect for achieving optimal results when finishing EIFS, stucco and plaster. The durable yet flexible blade has rounded corners to prevent goug.",/product/tapetech-tapetech-2-italian-abs-float-vabs050/,TapeTech,VABS050,NewCondition,tapetech,TapeTech,variation,standard-catalog,mudboxes,mudboxes,0,TT-ITALIAN-ABS-FLOAT,Size,"2""","2""",,1,1,,,,,,official-source-validated,,TapeTech,,,,
