brand,name,description_full,sku,upc,price,price_numeric,description_short,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9
Columbia Taping Tools,Columbia Combo Flusher,"## Elevate Your Angle Finishing

The Columbia Combo Flusher sets the industry standard for professional angle finishing. Designed for drywall contractors who demand flawless results, this tool streamlines the process of feathering and finishing inside corners with unmatched consistency.

## Precision-Engineered Performance

Every Columbia Combo Flusher undergoes a rigorous manufacturing process. Crafted from premium-grade materials, each unit is meticulously hand-ground to ensure optimal blade contact. To guarantee absolute flatness and precision, every tool is verified against a granite surface plate before leaving the facility, ensuring you receive a tool that performs perfectly right out of the job site.

## Key Features

- **Precision Hand-Ground Blade:** Ensures smooth, consistent finishes on every pass.
- **Granite Plate Verified:** Each unit is individually inspected for flatness and accuracy.
- **Versatile Configuration:** Includes integrated wheels for smooth tracking, with an included Allen key for quick removal if a non-wheeled finish is preferred.
- **Durable Construction:** Built to withstand the demands of high-volume job sites.
- **Professional Grade:** Designed specifically for the rigorous needs of drywall finishing professionals.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| **Brand** | Columbia Taping Tools |
| **Product Name** | Columbia Combo Flusher |
| **SKU** | 3CSF |
| **UPC** | 824149008280 |
| **Dimensions** | 2.5"" - 3.5"" |
| **Weight** | ~0.75 lbs |
| **Materials** | Billet Aluminum, Stainless Steel |
| **Key Technical Specifications** | Combines flushing and finishing in one pass; Wide track options available |
| **Replacement Parts** | Size-specific blades |
",3CSF,824149008280,$163.31 - $181.69,163.31,"Columbia Combo Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2609/2979/combo_flusher__92611.1675191920.jpg?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,"Columbia Comfort Grip Putty Knives 3 Pack (4,5+6"")","## Professional-Grade Precision for Every Finish

Elevate your drywall finishing workflow with the Columbia Taping Tools 3-Piece Joint Knife Set. Engineered for the demands of the job site, this collection provides the essential sizes required for seamless taping, patching, and finishing. By combining durability with ergonomic design, Columbia ensures that every stroke is smooth, consistent, and comfortable, even during extended shifts.

## Built for the Professional Contractor

Stop settling for tools that cause hand fatigue or rust after a few uses. These knives feature high-grade stainless steel blades that offer the perfect balance of rigidity and flex, allowing for precise mud application and feathering. The rubberized comfort grip handles are specifically contoured to reduce strain, providing a secure hold that keeps you productive from the first coat to the final sand.

## Key Features

- **Ergonomic Comfort Grip:** Designed with a specialized rubberized handle to minimize hand fatigue and maximize control during long-duration projects.
- **Premium Stainless Steel:** Constructed from high-quality stainless steel to ensure long-lasting rust resistance and the ideal flex for smooth, streak-free finishes.
- **Essential 3-Piece Set:** Includes 4-inch, 5-inch, and 6-inch knives, providing the versatility needed for various taping and patching applications.
- **Cost-Effective Bundle:** Save on your equipment investment with this pre-packaged combo, offering better value than purchasing individual tools.
- **Retail-Ready Design:** Packaged in a durable, sales-friendly blister pack, making it an ideal choice for both professional tool bags and retail displays.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Type | Joint Knife 3-Pack |
| Included Sizes | 4"", 5"", 6"" |
| Blade Material | Stainless Steel |
| SKU | JKBP |
| UPC | 824149121361 |",JKBP,824149121361,$39.98,39.98,"Columbia 4,5,6"" COMFORT GRIP PUTTY/JOINT KNIVES (stainless steel) JKBP",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4720/6764/80001EFF-1769788411-114629__49339.1770225068.png?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4720/6765/JKBP_BP__07926.1770225486.png?c=1&imbypass=on,,,,,,,
Columbia Taping Tools,Columbia Commando Taping Tool Kit w/ Case,"## Elevate Your Drywall Workflow

Maximize your efficiency on the job site with the Columbia Commando Taping Tool Kit. Designed for the professional finisher, this semi-automatic system is engineered to accelerate the application of joint compound, ensuring consistent, high-quality results on both flat surfaces and corners. By streamlining your workflow, this kit allows you to tackle tape coats and finish coats with precision and speed, significantly reducing manual labor.

## Professional-Grade Versatility

This comprehensive set provides the essential tools required for a seamless finish. From the high-capacity 36-inch mud tube to the specialized applicators and flushers, every component is built to withstand the demands of daily professional use. The included extendable handle offers the reach necessary for high walls and ceilings, while the rugged carrying case ensures your equipment remains protected and organized between job sites.

## Key Features

- **High-Capacity Mud Tube:** The 36-inch compound tube delivers a steady, controlled flow of mud, minimizing refill downtime.
- **Precision Finishing:** Includes both 2.5-inch standard and 3-inch direct flushers to handle various corner profiles with ease.
- **Adjustable Reach:** The 3-foot to 5-foot extendable handle provides versatile reach, reducing the need for constant ladder adjustments.
- **Specialized Applicators:** Features a flat applicator head and an inside 90-degree applicator with wheels for accurate, clean mud placement.
- **Durable Storage:** Comes with a heavy-duty black tool case designed to protect your investment during transport and storage.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| SKU | gCOLSEMI-1 |
| UPC | 810135984300 |
| Mud Tube | 36"" CMT36 |
| Flushers | 2.5"" Standard, 3"" Direct |
| Handle | 3' - 5' Reach Extendable |
| Included Applicators | Flat Applicator (CFLT), Inside 90 w/ Wheels (ICATW) |
| Case | Heavy-Duty Black Tool Case |",gCOLSEMI-1,810135984300,$999.00,999.0,Columbia Semi-Automatic Taping Tool Set,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2084/1499/columbia_semi_kit__69654.1675191899.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2084/680/columbiacr_4__30475.1675191888.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2084/1459/col_ct_2__96896.1675191899.jpg?c=1&imbypass=on,,,,,,
Columbia Taping Tools,Columbia Compound Tube Filler Adaptor,"## Streamline Your Drywall Finishing

Optimize your drywall finishing workflow with the Columbia Compound Tube Filler Adaptor. Engineered for precision and seamless integration, this essential component allows for rapid, reliable filling of your Columbia Cam Lock Compound Tubes, ensuring you spend less time reloading and more time finishing.

## Built for the Demanding Professional

Crafted with an uncompromising commitment to quality, this adaptor is hand-assembled using premium U.S.-sourced aluminum and steel components. By combining North American manufacturing excellence with rugged material construction, Columbia Taping Tools delivers a reliable solution that withstands the rigors of daily job site use.

## Key Features

- **Seamless Integration:** Specifically engineered to attach securely to the head of Columbia Cam Lock Compound Tubes for a leak-free, efficient connection.
- **Premium Material Construction:** Fabricated from high-strength U.S. aluminum and steel to ensure long-term durability and resistance to wear.
- **Hand-Crafted Quality:** Each unit is hand-assembled in Canada, reflecting a dedication to superior workmanship and tool longevity.
- **Workflow Efficiency:** Streamlines the compound filling process, reducing downtime and enhancing overall productivity on the job.
- **Professional Reliability:** Designed to meet the high standards of professional drywall contractors who require consistent performance.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Compound Tube Filler Adaptor |
| SKU | CLTBF |
| UPC | 810135984256 |
| Material | U.S. Aluminum and Steel |
| Country of Origin | Canada |",CLTBF,810135984256,$70.47,70.47,Attaches on to the head of the Columbia Cam Lock Compound Tube Hand made from U.S. aluminum and steel components Made in Canada,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2247/1969/col_cltbf__79853.1675191906.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2247/2506/colsss__82084.1675191914.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2247/3270/col_cttt__99773.1675191924.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2247/2278/ct_w_add__18378.1675191910.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2247/2897/hqdefault_16_11__13676.1675191919.jpg?c=1&imbypass=on,,,,
Columbia Taping Tools,Columbia Corner Cobra Adjustable Inside & Outside Corner Roller,"## Master Every Corner with Precision

The Columbia Corner Cobra is the definitive solution for drywall professionals seeking to optimize their workflow. Engineered to replace the tedious, inconsistent process of manual corner wiping, this adjustable roller ensures a flawless, uniform finish on both inside and outside angles.

Whether you are installing UltraFlex, Strait-Flex, No-Coat, Levelline, or other structural corner beads, the Corner Cobra provides the necessary pressure to embed them perfectly every time. By streamlining your taping process, you can achieve professional-grade results in a fraction of the time, significantly reducing labor hours on the job site.

## Key Features

- **Universal Application:** Effortlessly transitions between inside and outside corner angles.
- **Broad Compatibility:** Designed to work seamlessly with a wide range of structural corner beads, including UltraFlex, Strait-Flex, No-Coat, and Levelline.
- **Superior Consistency:** Eliminates the variability of hand-wiping, ensuring uniform bead embedment across the entire length of the corner.
- **Enhanced Productivity:** Dramatically increases speed, allowing for faster project completion without sacrificing quality.
- **Professional Durability:** Built to the high standards of Columbia Taping Tools, ensuring long-term reliability in demanding work environments.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| **Brand** | Columbia Taping Tools |
| **Product Name** | Columbia Corner Cobra Adjustable Inside & Outside Corner Roller |
| **SKU** | CC |
| **UPC** | 824149008662 |
| **Dimensions** | Structural Bead (No-Coat) |
| **Weight** | ~1.5 lbs |
| **Materials** | Hardened Steel, Aluminum |
| **Key Technical Specifications** | Pivoting head (85°-180°); Applies bead to inside/outside angles; Replaces manual taping for bead |
| **Replacement Parts** | CC-RK (Repair Kit) |
",CC,824149008662,$367.71,367.71,"The Columbia Corner Cobra is an amazing time-saving tool. It allows the user to roll out UltraFlex, Strait-Flex, No-Coat, Levelline, and other structural corner beads at almost all inside and outside angles. The Corner Cobra is faster more consistent than wiping down corners by hand .",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1510/3789/httpwww.alstapingtools.comimagesproductsdetailcc2__09383.1675191931.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1510/3715/hqdefault_12_11__68912.1675191930.jpg?c=1&imbypass=on,,,,,,,
Columbia Taping Tools,Columbia Corner Roller,"## Achieve Flawless Corners with Precision Engineering

Elevate your drywall finishing standards with the Columbia Corner Roller, a professional-grade tool engineered for speed, consistency, and superior results. Designed to meet the rigorous demands of the job site, this roller ensures that every corner is finished with precision, allowing you to maintain high productivity without sacrificing quality.

## Optimized for Professional Performance

The Columbia Corner Roller is built to streamline your taping workflow. By utilizing a specialized split-wheel design, this tool significantly minimizes friction and drag, allowing for a smoother, more consistent application. The strategic combination of high-grade Stainless Steel and durable Delrin materials not only reduces the overall weight of the tool—minimizing operator fatigue during long shifts—but also simplifies the cleaning process, ensuring your equipment remains in peak condition for every project.

## Key Features

- **Precision Embedding:** Instantly embeds tape into the corner, ensuring a tight, professional bond that stands the test of time.
- **Efficient Compound Management:** Expertly forces out excess joint compound from behind the tape, preventing air bubbles and ensuring a perfectly smooth finish.
- **Split-Wheel Engineering:** Reduces drag and improves maneuverability, allowing for faster, more accurate corner work in any environment.
- **Durable & Lightweight:** Constructed with a blend of Stainless Steel and Delrin for an ideal balance of rugged durability and lightweight handling.
- **Easy Maintenance:** Designed for quick and efficient cleanup, keeping you productive and ready for the next task.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| **Brand** | Columbia Taping Tools |
| **Product Name** | Columbia Corner Roller |
| **SKU** | CR |
| **UPC** | 824149000376 |
| **Materials** | Hardened Steel / Delrin Wheels |
| **Dimensions** | Internal 90° Tape Embed |
| **Weight** | ~0.75 lbs |
| **Key Technical Specifications** | Split wheel design reduces drag; Adjustable head; Embeds tape prior to angle heading |
| **Replacement Parts** | CRA-2 (Wheel Kit - 4 wheels/bushings) |
",CR,824149000376,$167.63,167.63,"Columbia Drywall Taping Tools Corner Roller is a smooth-running roller. The wheels are split and made of Stainless Steel and Delrin. This design makes them lighter, easier to clean, and reduces drag. The tape immediately embeds in the corner with all unneeded compound being pushed out from behind.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1068/5575/hqdefault_16_5__21939.1675191964.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1068/5472/columbiacr__46126.1675191961.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1068/5187/columbiacrback__89564.1675191953.jpg?c=1&imbypass=on,,,,,,
Columbia Taping Tools,Columbia Corner Roller with ONE Handle,"## Precision Corner Finishing for Professionals

Elevate your drywall finishing workflow with the Columbia Corner Roller. Engineered for the demanding professional, this tool ensures that every inside corner is crisp, clean, and perfectly embedded. By streamlining the taping process, it minimizes rework and maximizes output on the job site.

## Superior Design for Flawless Results

The standout feature of this tool is its innovative split-wheel configuration. Unlike standard rollers that can cause tape to drag or tear upon initial contact, the Columbia design allows for smooth, continuous movement. It instantly seats the tape into the corner angle, forcing out trapped compound behind the tape to create a secure, bubble-free bond. This level of precision is essential for achieving high-quality finishes that meet the standards of modern construction.

## Key Features

- **Split-Wheel Technology:** Eliminates tape drag and ensures smooth, consistent rolling action.
- **Instant Embedding:** Quickly seats tape into the corner angle for a professional finish.
- **Compound Management:** Efficiently forces excess joint compound out from behind the tape.
- **Integrated Handle:** Comes equipped with a dedicated handle for immediate use right out of the box.
- **Professional Grade:** Built to withstand the rigors of daily, high-volume drywall finishing.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Corner Roller with ONE Handle |
| SKU | gcr+ch1 |
| UPC | 810135984331 |",gcr+ch1,810135984331,$190.00,190.0,The Columbia Inside Corner Roller offers the easiest roll in the industry. With our split wheel design tapes do not drag upon initial contact. The tape immediately imbeds in the corner with all unneeded compound being pushed out from behind.,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/577/2867/columbia_roller_with_handle__68570.1675191919.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/577/3285/columbia_cr_back__27749.1675191924.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/577/2289/columbia_cr_1__84078.1675191911.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/577/2739/hqdefault_15_22__09357.1675191917.jpg?c=1&imbypass=on,,,,,
Columbia Taping Tools,"Columbia Drywall 42"" 180-Grip Bent Flat Box Handle","## Maximize Leverage and Efficiency on the Job Site

Elevate your drywall finishing capabilities with the Columbia Taping Tools 42"" 180-Grip Bent Flat Box Handle. Engineered specifically for the professional finisher, this tool redefines the standard for comfort and performance. By integrating a specialized bent geometry, this handle allows you to achieve superior pressure on your flat box with minimal physical effort, streamlining your workflow and reducing on-site fatigue.

## Ergonomic Design for Professional Results

Stop fighting your tools and start working with them. The Columbia 42"" Bent Handle is crafted to optimize the leverage of your force, directing it precisely where it is needed most—onto the wall. The inclusion of the 180-Grip system provides a secure, comfortable hold that adapts to your natural movement, ensuring that you can maintain high-quality finishes throughout the entire workday without the strain associated with traditional straight handles.

## Key Features

- **Optimized Bent Geometry:** Engineered to maximize leverage, allowing for easier application of joint compound with less physical exertion.
- **180-Grip Technology:** Features a specialized grip surface that enhances control and comfort, reducing hand and wrist fatigue.
- **Ergonomic Construction:** Designed to minimize repetitive strain, making it an ideal choice for high-volume, long-duration projects.
- **Professional-Grade Durability:** Built to withstand the rigors of daily job site use, ensuring long-term reliability.
- **Extended Reach:** The 42-inch length provides the perfect balance of control and reach for standard wall finishing tasks.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | 42"" 180-Grip Bent Flat Box Handle |
| SKU | 42BBH |
| UPC | 824149008600 |
| Handle Length | 42 inches |
| Grip Type | 180-Grip |
| Design | Bent Flat Box Handle |",42BBH,824149008600,$227.12,227.12,"Columbia's ""Bent"" Flat Box Handle",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1881/2110/col_42_bent__62533.1675191908.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1881/3164/colbendss__09680.1675191923.jpg?c=1&imbypass=on,,,,,,,
Columbia Taping Tools,"Columbia Drywall Finishing Tool Smoothing Blade / Wipe Down Knife Triple Combo Set with Handle 10"" - 14"" - 24""","## Elevate Your Finishing Standards with the Columbia Tomahawk Set

Experience the pinnacle of drywall finishing performance with the Columbia Tomahawk Smoothing Blade Triple Combo Set. Designed specifically for the high-output professional, this kit delivers unmatched durability and precision, ensuring your tools perform under the most demanding job site conditions. By removing plastic components and utilizing a robust, direct-mount design, the Tomahawk series provides the reliability required for consistent, high-quality results.

## Engineered for Professional Durability

The Columbia Tomahawk series is built to withstand the rigors of daily use without the common failure points found in standard finishing tools. By eliminating plastic parts, these blades resist snapping under pressure, providing a solid, dependable toolset. The integration with standard Flat Box handles removes the need for plastic adaptors, which often fail under the weight of larger blades. This design choice not only increases the longevity of your equipment but also enhances stability, giving you superior control over the angle of attack while in motion.

## Key Features

- **All-Metal Construction:** Engineered without plastic pieces to prevent breakage and ensure maximum durability under heavy pressure.
- **Flat Box Handle Compatibility:** Direct-mount design eliminates weak plastic adaptors, ensuring a secure and stable connection for all blade sizes.
- **Superior Stability:** Provides consistent pressure and precise control, allowing for smooth, professional-grade finishes.
- **Comprehensive Combo Set:** Includes 10-inch, 14-inch, and 24-inch blades to cover a wide range of finishing applications.
- **Professional-Grade Engineering:** Designed to meet the high expectations of industry professionals, offering reliable performance on every project.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Tomahawk Smoothing Blade Triple Combo Set |
| SKU | GTSB-KIT |
| UPC | 810135988698 |
| Included Sizes | 10"", 14"", 24"" |
| Construction | All-Metal (No Plastic Parts) |",GTSB-KIT,810135988698,$345.00,345.0,"The Columbia Tomahawk set of Smoothing Blades is the most durable set on the market today. With no plastic pieces, the Tomahawk doesn't snap under pressure. And because the blades use a Flat Box handle, there are no plastic adaptors that will break with the weight of the larger blades. This also increases the stability and your ability to adjust the angle of attack while in motion. The Columbia Tomahawk will change what the industry expects from a professional-grade Smoothing Blade.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1692/2752/tomahawk_set__68370.1675191917.jpg?c=1&imbypass=on,,,,,,,,
Columbia Taping Tools,Columbia Drywall Taping Tools 7” Hinged Flat Finisher Box,"## Achieve Professional Precision with the Columbia 7” Hinged Flat Finisher Box

Elevate your drywall finishing workflow with the Columbia 7” Hinged Flat Finisher Box, a precision-engineered tool designed for optimal performance during base coating. Whether you are tackling residential or commercial projects, this finisher box delivers the consistent, high-quality results that professional contractors demand. By streamlining the application of drywall compound, this tool helps you maintain speed and accuracy on every seam.

## Engineered for Durability and Performance

This updated 7-inch model incorporates significant design enhancements to withstand the rigors of daily job site use. Columbia Taping Tools has focused on reliability, integrating advanced components that reduce maintenance and improve operational efficiency. With its robust build and user-friendly design, this flat box ensures that your base coats are applied evenly, minimizing the need for rework and maximizing your productivity.

## Key Features

- **No-Swell Gaskets:** Advanced gasket technology prevents swelling, ensuring a tight, reliable seal that maintains consistent compound pressure.
- **Pivoting Axle:** Designed for superior maneuverability, the pivoting axle allows the box to adapt to surface variations, ensuring a smooth and uniform finish.
- **Aluminum Wheels with O-Rings:** High-quality aluminum wheels feature integrated o-rings to provide excellent traction and smooth tracking across drywall surfaces.
- **Adjustable Stainless Steel Blade:** Offers precise control over the amount of compound applied, allowing for tailored finishing on flat joints.
- **Universal Compatibility:** Engineered to fit seamlessly with all leading brands of flat box handles, providing maximum versatility for your existing tool inventory.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| **Brand** | Columbia Taping Tools |
| **Product Name** | Columbia Drywall Taping Tools 7” Hinged Flat Finisher Box |
| **SKU** | 7FFB |
| **UPC** | 824149000178 |
| **Size** | 5.5"" to 14"" Width |
| **Warranty** | 5 Year Manufacturer Warranty |
| **Weight** | Varies by size |
| **Materials** | Billet Aluminum Body, Stainless Steel Blades |
| **Key Technical Specifications** | Bead wheel axle standard (prevents wear); Manual sweep grip (except 5.5""); Replaceable blades/shoes |
| **Replacement Parts** | FFBR-9-5.5 to FFBR-9-14"" (Blades), FFBR-7-7A"" (Shoes), FFBA-36 (Wheels) |
",7FFB,824149000178,$378.53,378.53,"Columbia Drywall Taping Tools 7” Hinged Flat Box is the perfect sized box for base coating taped seams. This new 7"" Columbia box has many new improvements including the ""No Swell"" rubber gaskets, pivoting axle, and aluminum wheels with integrated o-rings. The adjustable, stainless steel blade delivers the right amount of drywall compound to finish flat joints evenly. The box will fit on all leading brands of flat box handles.Covered by a5 Year manufacturer warranty.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/612/3714/columbia_7ffb__87000.1675191930.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/612/3814/columbia_7_ffb2__08193.1675191932.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/612/4064/columbia_7ffb_2__01186.1675191935.jpg?c=1&imbypass=on,,,,,,
Columbia Taping Tools,Columbia Drywall Taping Tools Tactical Set,"## Master Your Finish with the Columbia Tactical Set

Elevate your drywall finishing workflow with the Columbia Taping Tools Tactical Set. Engineered for the demanding professional, this comprehensive collection provides every essential tool required to execute a flawless finish from initial tape application to final coat. Eliminate the complexity of component selection with a curated, high-performance system designed to maximize productivity on every job site.

## Professional-Grade Durability and Organization

Columbia Taping Tools are synonymous with precision and longevity. This tactical set is built to withstand the rigors of daily use, ensuring consistent results and reduced downtime. To protect your equipment investment, this package includes a heavy-duty, professional-grade Road Case—a $599 value—providing secure storage and effortless transport between projects.

## Key Features

- **Comprehensive Finishing System:** A complete, end-to-end solution for taping and finishing, removing the need for piecemeal tool purchasing.
- **Columbia Precision Engineering:** Built to the exacting standards of professional drywall contractors for superior reliability and performance.
- **Included Heavy-Duty Road Case:** Safeguard your tools with a premium, durable storage solution designed for secure transit and organization.
- **Optimized Workflow:** Streamlined design allows for faster application and finishing, significantly increasing daily output.
- **Investment Protection:** High-value equipment deserves high-value protection; the included case ensures your tools remain in peak condition.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| Product Name | Columbia Drywall Taping Tools Tactical Set |
| SKU | TACSET |
| UPC | 810135988438 |
| Included Storage | Professional Road Case ($599 Value) |",TACSET,810135988438,"$5,746.32",5746.32,Special Promo - Columbia Tactical Set with a,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/1277/coltacccccc__54990.1675191896.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/1793/hqdefault_23_3__86453.1675191903.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/2371/columbia_matrix_1_2__05284.1675191912.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/3000/columbia_in_action_2__02469.1675191921.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/2287/columbia_sander4_1__74760.1675191911.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/2786/columbia_3ns21_1__27789.1675191918.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/1985/columbiacr_6__76346.1675191906.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/2606/columbia_nailspotter_with_handle_1__63866.1675191915.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1911/3189/columbia_taper_black84_1__41269.1675191923.jpg?c=1&imbypass=on
Columbia Taping Tools,Columbia Flusher Set Tool Case,"## Secure and Organize Your Finishing Arsenal

Keep your essential drywall finishing tools protected and ready for the next job site with the Columbia Flusher Set Tool Case. Engineered for the demanding professional, this rugged case provides a dedicated home for your semi-automatic tools, ensuring they remain organized, secure, and shielded from the rigors of transport and daily wear.

## Designed for Versatility and Compatibility

This case is specifically tailored to accommodate a wide range of semi-automatic finishing tools from industry-leading brands. Whether you are running a Columbia setup or integrating tools from other major manufacturers, this case offers the precise fit required to prevent damage during transit. Please note that this unit is optimized for flusher sets and semi-auto equipment and is not designed to house an Automatic Taper.

## Key Features

- **Universal Compatibility:** Designed to fit Columbia, Better-Than-Ever, Can-Am, Platinum, and TapeTech semi-automatic tool lines.
- **Professional Protection:** Safeguards your precision tools against impact, moisture, and job site debris.
- **Optimized Dimensions:** Features a spacious 52-inch interior length to accommodate various tool configurations.
- **Streamlined Transport:** Durable exterior construction ensures your gear arrives at the job site in peak condition.
- **Purpose-Built Design:** Specifically engineered for flusher sets and semi-auto tools for maximum efficiency.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Columbia Taping Tools |
| SKU | TC-1 |
| UPC | 810135988452 |
| Interior Dimensions | 52"" x 12"" |
| Exterior Dimensions | 53"" x 13"" |
| Compatibility | Columbia, Better-Than-Ever, Can-Am, Platinum, TapeTech Semi-Auto Tools |",TC-1,810135988452,$99.00,99.0,"Fits Columbia Semi-Auto Tools, Better-Than-Ever Semi-Auto Tools, Can-Am Semi-Auto Tools, Platinum Semi-Auto Tools, and TapeTech Semi-Auto Tools.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2654/908/columbia_tool_case_1__06863.1675191891.jpg?c=1&imbypass=on,,,,,,,,
