ID,Type,SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,Sale price,Tax status,In stock?,Categories,Images,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: source_catalog,Meta: source_catalog_pages,Meta: source_validation,Meta: official_sku_raw,Meta: tsw_match_status,Meta: tsw_name_mismatch
,simple,16TT90,tapetech-inside-corner-16tt90,TapeTech Inside Corner,1,visible,TapeTech Mud Applicator Head 90º Inside TT16 TapeTech Mud Heads apply a consistent base coat of joint compound for the cleanest and most efficient installation of paper-faced corner bead.,"TapeTech Mud Applicator Head 90º Inside TT16 TapeTech Mud Heads apply a consistent base coat of joint compound for the cleanest and most efficient installation of paper-faced corner bead. The Mud Head applies the correct amount of joint compound to maximize adhesion and reduce clean up. Attach the 16TT90 Mud Head to a Corner Applicator (35TT or 50TT) or the 14TT MudRunner® to simplify and accelerate installation of paper-faced corner bead for (internal) drywall corners. Features: Attaches via locking clip to all brands of Angle Box, Mudrunner, TapeTech Mud Tubes, and Columbia Mud Tubes Heavy-duty plastic construction reduces friction, and promotes smooth application Works with nearly all shapes of inside paper-faced corner bead",85.0,,taxable,1,Drywall Finishing Tools > TapeTech > Applicator Heads,"https://www.shopamestools.com/Item_Images_AMES/12390_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/12390_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/12390_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/12390_media_4.jpg, https://tapetech.com/wp-content/uploads/2022/06/16TT90_01-1.jpg, https://tapetech.com/wp-content/uploads/2022/06/16TT90_02.jpg, https://tapetech.com/wp-content/uploads/2023/08/16TT90-13.jpg, https://tapetech.com/wp-content/uploads/2022/06/16TT90_14TT-2.jpg, https://tapetech.com/wp-content/uploads/2022/06/16TT90_14TT-1.jpg, https://tapetech.com/wp-content/uploads/2022/06/16TT90_CT36TT.jpg",TapeTech,Official Section,Applicator Heads,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,sku_found_in_pdf_text,16TT90,missing_in_tsw,
,simple,17TT,tapetech-outside-corner-roller-17tt,TapeTech Outside Corner Roller,1,visible,TapeTech Outside Corner Roller 17TT Firmly embeds paper-faced corner bead on external drywall corners and removes the excess joint compound from beneath it.,"TapeTech Outside Corner Roller 17TT Firmly embeds paper-faced corner bead on external drywall corners and removes the excess joint compound from beneath it. The nylon rollers provide a smooth surface to prevent damage to the corner bead. This is for the head only, handles are available separately. Features: Embeds paper faced outside corner bead into compound or adhesive Easy Clean Up",170.0,,taxable,1,Drywall Finishing Tools > TapeTech > Corner Rollers,"https://www.shopamestools.com/Item_Images_AMES/12582_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/12582_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/12582_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/12582_media_4.jpg, https://www.shopamestools.com/Item_Images_AMES/12582_media_5.jpg, https://www.shopamestools.com/Item_Images_AMES/12582_media_6.jpg, https://tapetech.com/wp-content/uploads/2022/06/17TT_01-1.jpg, https://tapetech.com/wp-content/uploads/2022/06/17TT_02.jpg, https://tapetech.com/wp-content/uploads/2022/06/17TT_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/17TT_04.jpg",TapeTech,Official Section,Corner Rollers,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,16,sku_found_in_pdf_text,17TT,matched,1
,simple,17TTE,tapetech-outside-corner-roller-17tte,TapeTech Outside Corner Roller,1,visible,TapeTech Outside Corner Roller (for Flex Tape),TapeTech Outside Corner Roller (for Flex Tape),179.0,,taxable,1,Drywall Finishing Tools > TapeTech > Corner Rollers,"https://www.shopamestools.com/Item_Images_AMES/14845_media_1.jpg, https://tapetech.com/wp-content/uploads/2022/06/17TTE_SHDW.jpg, https://tapetech.com/wp-content/uploads/2022/06/17TTE_02.jpg",TapeTech,Official Section,Corner Rollers,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,16,sku_found_in_pdf_text,17TTE,matched,1
,simple,40XTT,tapetech-2-corner-finisher-40xtt,"TapeTech 2"" Corner Finisher",1,visible,"TapeTech 2"" Angle Head Used to perfectly feather both sides of internal drywall tape corners in one pass.","TapeTech 2"" Angle Head Used to perfectly feather both sides of internal drywall tape corners in one pass. The corner finisher, also known as corner finisher, angle finisher, or glazer, is attached to a corner applicator, angle box, MudRunner® or angle head handle to quickly and professionally finish internal drywall corners. An angle head can be used for any 90º inside drywall corner, at either wall or ceiling junctions, and embeds inside angle tape on walls and ceilings by smoothly feathering excess mud in internal corners. TapeTech Corner Finishers are spring loaded to help compensate for slight corner imperfections. The TapeTech 2"" corner finisher angle head is ideal for tape coats and for finishing drywall projects with narrow door legs or window trim areas. Stainless steel frames provide many years of reliable service and positive ball retainer keeps angle head securely attached to angle box, Mudrunner or angle head handle, eliminating surprise disconnects or tool damage. Locking Clip Retainer Eliminates Damaging Disconnects. Perfect For Glazing Tape Coat Narrow Side Legs Welded Steel Frames Durable Nickel-Plating Die-cast aluminum body resists corrosion",389.0,,taxable,1,Drywall Finishing Tools > TapeTech > Corner Finishers,"https://www.shopamestools.com/Item_Images_AMES/17601_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/17601_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/17601_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/17601_media_4.jpg, https://tapetech.com/wp-content/uploads/2022/06/40XTT_01.jpg, https://tapetech.com/wp-content/uploads/2022/06/40XTT_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/40XTT_04.jpg, https://tapetech.com/wp-content/uploads/2022/06/40XTT_10.jpg",TapeTech,Official Section,Corner Finishers,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,sku_found_in_pdf_text,40XTT,matched,1
,simple,42TT,tapetech-2-5-corner-finisher-42tt,"TapeTech 2.5"" Corner Finisher",1,visible,"TapeTech 2.5"" Angle Head Used to perfectly feather both sides of internal drywall tape corners in one pass.","TapeTech 2.5"" Angle Head Used to perfectly feather both sides of internal drywall tape corners in one pass. The corner finisher, also known as corner finisher, angle finisher, or glazer, is attached to a corner applicator, angle box, MudRunner® or angle head handle to quickly and professionally finish internal drywall corners. An angle head can be used for any 90º inside drywall corner, at either wall or ceiling junctions, and embeds inside angle tape on walls and ceilings by smoothly feathering excess mud in internal corners. TapeTech Corner Finishers are spring loaded to help compensate for slight corner imperfections. The TapeTech 2.5"" corner finisher angle head is ideal for tape coats and for finishing drywall projects with narrow door legs or window trim areas. Stainless steel frames provide many years of reliable service and positive ball retainer keeps angle head securely attached to angle box, Mudrunner or angle head handle, eliminating surprise disconnects or tool damage. Locking Clip Retainer Eliminates Damaging Disconnects. Perfect For Glazing Tape Coat Narrow Side Legs Welded Steel Frames Durable Nickel-Plating Die-cast aluminum body resists corrosion",399.0,,taxable,1,Drywall Finishing Tools > TapeTech > Corner Finishers,"https://www.shopamestools.com/Item_Images_AMES/13865_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/13865_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/13865_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/13865_media_4.jpg, https://tapetech.com/wp-content/uploads/2022/06/42TT_01.jpg, https://tapetech.com/wp-content/uploads/2022/06/42TT_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/42TT_04.jpg, https://tapetech.com/wp-content/uploads/2022/06/42TT_10.jpg",TapeTech,Official Section,Corner Finishers,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,sku_found_in_pdf_text,42TT,matched,1
,simple,48TT,tapetech-3-easyroll-adjustable-corner-finisher-48tt,"TapeTech 3"" EasyRoll Adjustable Corner Finisher",1,visible,"TapeTech 3"" EasyRoll® Angle Head Reduces drag with easy rolling rubber-tired wheels.","TapeTech 3"" EasyRoll® Angle Head Reduces drag with easy rolling rubber-tired wheels. Used to perfectly feather both sides of internal drywall tape corners in one pass. Integrated spring adjusters allow quick change of spring tension to suit any drywall finishing job. 3"" EasyRoll angle head can also be attached to angle box, corner box or Mudrunner to apply final smooth feathered finish to inside drywall corner angles. Tape Tech Easy Roll 3"" corner finishing tool glides smoothly in drywall corners due to reduced friction. Use angle head to feather inside 90 degree tape corners after applying with banjo, compound applicator or automatic taper. EasyRoll angle corner finisher can also be used to apply final smooth feathered finish coat of compound, by simply attaching to an angle box (also known as flusher box, hockey box or corner applicator). Convenient spring adjustment levers quickly allow change of tension preference. Firm spring adjustment is often used when final finishing inside drywall angles, and softer setting is popular when applying tape coat. The 3"" EasyRoll corner finisher can be used both for applying tape as well as smooth skimming finish compound to inside 90 degree drywall angle corners. Convenient Spring Tension Levers Locking Clip Retainer Eliminates Damaging Disconnects EasyRoll Wheels With Rubber Tires Reduce Friction Evenly finishes Both Sides Of Inside 90 degree angles 5-Year Manufacturer's Warranty",429.0,,taxable,1,Drywall Finishing Tools > TapeTech > Corner Finishers,"https://www.shopamestools.com/Item_Images_AMES/17603_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/17603_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/17603_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/17603_media_4.jpg, https://www.shopamestools.com/Item_Images_AMES/17603_media_5.jpg, https://tapetech.com/wp-content/uploads/2022/06/48TT_01.jpg, https://tapetech.com/wp-content/uploads/2022/06/48TT_05-1.jpg, https://tapetech.com/wp-content/uploads/2022/06/48TT_04-1.jpg, https://tapetech.com/wp-content/uploads/2022/06/48TT_03-1.jpg, https://tapetech.com/wp-content/uploads/2022/06/48TT_10.jpg",TapeTech,Official Section,Corner Finishers,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,23,sku_found_in_pdf_text,48TT,matched,1
,simple,48XTT,tapetech-3-5-easyroll-adjustable-corner-finisher-48xtt,"TapeTech 3.5"" EasyRoll Adjustable Corner Finisher",1,visible,"TapeTech 3.5"" EasyRoll® Angle Head Reduces drag with easy rolling rubber-tired wheels.","TapeTech 3.5"" EasyRoll® Angle Head Reduces drag with easy rolling rubber-tired wheels. Used to perfectly feather both sides of internal drywall tape corners in one pass. Integrated spring adjusters allow quick change of spring tension to suit any drywall finishing job. 3.5"" EasyRoll angle head can also be attached to angle box, corner box or Mudrunner to apply final smooth feathered finish to inside drywall corner angles. Tape Tech Easy Roll 3.5"" corner finishing tool glides smoothly in drywall corners due to reduced friction. Use angle head to feather inside 90 degree tape corners after applying with banjo, compound applicator or automatic taper. EasyRoll angle corner finisher can also be used to apply final smooth feathered finish coat of compound, by simply attaching to an angle box (also known as flusher box, hockey box or corner applicator). Convenient spring adjustment levers quickly allow change of tension preference. Firm spring adjustment is often used when final finishing inside drywall angles, and softer setting is popular when applying tape coat. The 3.5"" EasyRoll corner finisher can be used both for applying tape as well as smooth skimming finish compound to inside 90 degree drywall angle corners. Convenient Spring Tension Levers Locking Clip Retainer Eliminates Damaging Disconnects EasyRoll Wheels With Rubber Tires Reduce Friction Evenly finishes Both Sides Of Inside 90 degree angles 5-Year Manufacturer's Warranty",439.0,,taxable,1,Drywall Finishing Tools > TapeTech > Corner Finishers,"https://www.shopamestools.com/Item_Images_AMES/17605_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/17605_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/17605_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/17605_media_4.jpg, https://tapetech.com/wp-content/uploads/2022/06/48XTT_01.jpg, https://tapetech.com/wp-content/uploads/2022/06/48XTT_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/48XTT_05.jpg, https://tapetech.com/wp-content/uploads/2022/06/48XTT_06.jpg, https://tapetech.com/wp-content/uploads/2022/06/48XTT_04.jpg",TapeTech,Official Section,Corner Finishers,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,23,sku_found_in_pdf_text,48XTT,missing_in_tsw,
,simple,76TT,tapetech-easyclean-pump-76tt,TapeTech EasyClean Pump,1,visible,TapeTech EasyClean® Loading Pump - 76TT Fills automatic drywall tools with joint compound through optional Gooseneck and Box Filler Fitting.,"TapeTech EasyClean® Loading Pump - 76TT Fills automatic drywall tools with joint compound through optional Gooseneck and Box Filler Fitting. The TapeTech Taping Tools Pump works with all major brand attachments and automatic taping and finishing tools. This pump features an Easy Clean® quick release foot valve has a twist-lock design for removal without tools. New integrated gasket design provides a better seal and makes disposable paper gaskets obsolete. The new streamlined head design makes cylinder removal and cleaning a breeze. Specially designed to increase suction, the anodized tube is also light and durable. Requires Box Filler and/or Gooseneck for filling tools (sold separately). Features: Easy Clean® Quick Release Integrated Gasket Design. Easy Clean Up Quick Release Handle Pin Designed To Increase Suction. Anodized Tube For Durability. 14.9"" Length",399.0,,taxable,1,Drywall Finishing Tools > TapeTech > Pumps,"https://www.shopamestools.com/Item_Images_AMES/7638_TapeTech76TT_001.jpg, https://www.shopamestools.com/Item_Images_AMES/7638_TapeTech76TT_002.jpg, https://www.shopamestools.com/Item_Images_AMES/7638_TapeTech76TT_005.jpg, https://tapetech.com/wp-content/uploads/2025/12/7638_TapeTech76TT_001-Copy-rotated.jpg, https://tapetech.com/wp-content/uploads/2025/12/7638_TapeTech76TT_001-Copy.jpg, https://tapetech.com/wp-content/uploads/2025/12/7638_TapeTech76TT_001.jpg, https://tapetech.com/wp-content/uploads/2025/12/7638_TapeTech76TT_005.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT_07.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT_10.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT_11.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT_12.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT_13.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT_14.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT_15.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT_16.jpg",TapeTech,Official Section,Pumps,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,13,sku_found_in_pdf_text,76TT,matched,1
,simple,76TTCA,tapetech-easyclean-pump-76ttca,TapeTech EasyClean Pump,1,visible,TapeTech EasyClean® Loading Pump 76TT-CA (Canada Only) Fills automatic drywall tools with joint compound through optional Gooseneck and Box Filler Fitting.,"TapeTech EasyClean® Loading Pump 76TT-CA (Canada Only) Fills automatic drywall tools with joint compound through optional Gooseneck and Box Filler Fitting. The TapeTech Taping Tools Pump works with all major brand attachments and automatic taping and finishing tools. This pump features an Easy Clean® quick release foot valve has a twist-lock design for removal without tools. New integrated gasket design provides a better seal and makes disposable paper gaskets obsolete. The new streamlined head design makes cylinder removal and cleaning a breeze. Specially designed to increase suction, the anodized tube is also light and durable. Requires Box Filler and/or Gooseneck for filling tools (sold separately). Features: Easy Clean® Quick Release Integrated Gasket Design. Easy Clean Up Quick Release Handle Pin Designed To Increase Suction. Anodized Tube For Durability. 15.5"" Length - Canada Only",409.0,,taxable,1,Drywall Finishing Tools > TapeTech > Pumps,"https://www.shopamestools.com/Item_Images_AMES/14844_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/14844_media_2.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_SHDW.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_04.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_05.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_06.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_07.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-1.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-2.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-3.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-4.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-5.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-6.jpg, https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-7.jpg",TapeTech,Official Section,Pumps,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,13,sku_found_in_pdf_text,76TT-CA,missing_in_tsw,
,simple,76XLTT,tapetech-extra-long-easyclean-pump-76xltt,TapeTech Extra Long EasyClean Pump,1,visible,TapeTech Extra Long EasyClean Loading Pump - 76XLTT Designed to fit these 30 gallon barrels perfectly.,"TapeTech Extra Long EasyClean Loading Pump - 76XLTT Designed to fit these 30 gallon barrels perfectly. This loading pump distributes more mud with less pumps, filling your tools in half the time, saving you time and improving productivity. This pump allows you to fill your tools standing up, no more bending over. Features Longer tube holds more mud, to fill your tools in half the time. Fill your tools standing up - no more bending over. Pump from larger 30 gallon containers. Detachable tube, handle and foot valve makes clean-up easy.",659.0,,taxable,1,Drywall Finishing Tools > TapeTech > Pumps,"https://www.shopamestools.com/Item_Images_AMES/14476_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/14476_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/14476_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/14476_media_4.jpg, https://www.shopamestools.com/Item_Images_AMES/14476_media_5.jpg, https://www.shopamestools.com/Item_Images_AMES/14476_media_6.jpg, https://tapetech.com/wp-content/uploads/2022/06/76XLTT_SHDW.jpg, https://tapetech.com/wp-content/uploads/2022/06/76XLTT_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/76XLTT_04.jpg, https://tapetech.com/wp-content/uploads/2022/06/76XLTT_05.jpg, https://tapetech.com/wp-content/uploads/2022/06/76XLTT_06.jpg, https://tapetech.com/wp-content/uploads/2022/06/76XLTT_10.jpg",TapeTech,Official Section,Pumps,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,13,sku_found_in_pdf_text,76XLTT,missing_in_tsw,
,simple,8000TT,tapetech-wizard-compact-finishing-box-handle-8000tt,TapeTech Wizard Compact Finishing Box Handle,1,visible,TapeTech Wizard Compact Flat Box Handle 8000TT BIGGER ISN'T ALWAYS BETTER!,"TapeTech Wizard Compact Flat Box Handle 8000TT BIGGER ISN'T ALWAYS BETTER! ! The New Wizard™ Compact Flat Box Handle lets you take your flat box places it has never been. The compact size of the Wizard™ allows you to use your box in tight spaces like closets or under stairs. The Wizard™ gives you unmatched control by placing your hand directly over the pressure plate. The extra leverage gives you more power with less force and is much safer when working on scaffolding. This revolutionary design has the ability to reverse the front handle, allowing for multiple hand positions, which reduces worker fatigue. The lack of a brake handle on the Wizard™ means even an unexperienced finisher can learn quickly. Features: Compact size (10.5"") fits where other handles can't, making closets and tight spots no problem. Unmatched control and leverage, achieved by placing your hand directly over the pressure plate. Improved ergonomics, including the reversible handle to reduce fatigue. Fits all major brand flat boxes (Excluding TapeWorm)",109.0,,taxable,1,Drywall Finishing Tools > TapeTech > Wizard Compact Finishing Box Handle,"https://www.shopamestools.com/Item_Images_AMES/13661_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/13661_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/13661_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/13661_media_4.jpg, https://tapetech.com/wp-content/uploads/2022/05/8000TT_01.jpg, https://tapetech.com/wp-content/uploads/2022/06/8000TT_05.jpg, https://tapetech.com/wp-content/uploads/2022/06/8000TT_04.jpg, https://tapetech.com/wp-content/uploads/2022/06/8000TT_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/8000TT_06.jpg, https://tapetech.com/wp-content/uploads/2022/06/8000TT_07.jpg",TapeTech,Official Section,Wizard Compact Finishing Box Handle,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,35,sku_found_in_pdf_text,8000TT,matched,
,simple,8000TTPA,tapetech-wizard-compact-finishing-box-handle-for-power-assist-8000ttpa,TapeTech Wizard Compact Finishing Box Handle for Power Assist,1,visible,TapeTech Wizard Compact Flat Box Handle 8000TT-PA for Power Assist Boxes BIGGER ISN'T ALWAYS BETTER!,"TapeTech Wizard Compact Flat Box Handle 8000TT-PA for Power Assist Boxes BIGGER ISN'T ALWAYS BETTER! ! The New Wizard™ Compact Flat Box Handle lets you take your flat box places it has never been. This model is specially designed for use with TapeTech Power Assist flat boxes. The compact size of the Wizard™ allows you to use your box in tight spaces like closets or under stairs. The Wizard™ gives you unmatched control by placing your hand directly over the pressure plate. The extra leverage gives you more power with less force and is much safer when working on scaffolding. This handle is angled to give you the extra clearance needed on the power assist boxes. This revolutionary design has the ability to reverse the front handle, allowing for multiple hand positions, which reduces worker fatigue. The lack of a brake handle on the Wizard™ means even an unexperienced finisher can learn quickly. Features: Compact size (10.5"") fits where other handles can't, making closets and tight spots no problem. Specially angled to fit on TapeTech Power Assist Flat Boxes Unmatched control and leverage, achieved by placing your hand directly over the pressure plate. Improved ergonomics, including the reversible handle to reduce fatigue.",109.0,,taxable,1,Drywall Finishing Tools > TapeTech > Wizard Compact Finishing Box Handle,"https://www.shopamestools.com/Item_Images_AMES/13686_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/13686_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/13686_media_3.jpg, https://tapetech.com/wp-content/uploads/2022/05/8000TT_01.jpg, https://tapetech.com/wp-content/uploads/2022/06/8000TT-PA_04.jpg, https://tapetech.com/wp-content/uploads/2022/06/8000TT-PA_05.jpg, https://tapetech.com/wp-content/uploads/2022/06/8000TT-PA_06.jpg, https://tapetech.com/wp-content/uploads/2022/06/8000TT-PA_07.jpg",TapeTech,Official Section,Wizard Compact Finishing Box Handle,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,35,sku_found_in_pdf_text,8000TT-PA,matched,1
,simple,8034TT,tapetech-34-box-handle-8034tt,"TapeTech 34"" Box Handle",1,visible,"TapeTech 34"" Flat Box Handle TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface.","TapeTech 34"" Flat Box Handle TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For Wall Work, Tight Areas, and Low Ceilings Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty",229.0,,taxable,1,Drywall Finishing Tools > TapeTech > Box Handles,"https://www.shopamestools.com/Item_Images_AMES/17639_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/17639_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/17639_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/17639_media_4.jpg, https://www.shopamestools.com/Item_Images_AMES/17639_media_5.jpg, https://tapetech.com/wp-content/uploads/2023/10/8034TT_hz.jpg, https://tapetech.com/wp-content/uploads/2022/06/8034TT_03.jpg",TapeTech,Official Section,Box Handles,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,sku_found_in_pdf_text,8034TT,matched,1
,simple,8042TT,tapetech-42-box-handle-8042tt,"TapeTech 42"" Box Handle",1,visible,"TapeTech 42"" Flat Box Handle TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface.","TapeTech 42"" Flat Box Handle TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For Wall Work and Lower Ceilings Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty",234.0,,taxable,1,Drywall Finishing Tools > TapeTech > Box Handles,"https://www.shopamestools.com/Item_Images_AMES/17346_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/17346_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/17346_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/17346_media_4.jpg, https://www.shopamestools.com/Item_Images_AMES/17346_media_5.jpg, https://tapetech.com/wp-content/uploads/2023/10/8042TT_hz.jpg, https://tapetech.com/wp-content/uploads/2022/06/8042TT_03.jpg",TapeTech,Official Section,Box Handles,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,sku_found_in_pdf_text,8042TT,matched,1
,simple,8054TT,tapetech-54-box-handle-8054tt,"TapeTech 54"" Box Handle",1,visible,"TapeTech 54"" Flat Box Handle TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface.","TapeTech 54"" Flat Box Handle TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For Headers, and Ceilings Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty",239.0,,taxable,1,Drywall Finishing Tools > TapeTech > Box Handles,"https://www.shopamestools.com/Item_Images_AMES/17347_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/17347_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/17347_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/17347_media_4.jpg, https://www.shopamestools.com/Item_Images_AMES/17347_media_5.jpg, https://tapetech.com/wp-content/uploads/2023/10/8054TT_hz.jpg, https://tapetech.com/wp-content/uploads/2022/06/8054TT_03.jpg",TapeTech,Official Section,Box Handles,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,sku_found_in_pdf_text,8054TT,matched,1
