"sku","mpn","name","manufacturer","style","price","in_stock","short_description","full_description","image_urls","product_url"
"13684","TTPPS-EF","TapeTech Pro Performance Easy Finish Set TTPPS-EF","TapeTech","","$7,295.00","Yes","","TapeTech Pro Performance Easy Finish Set TTPPS-EF the most complete set of tools available. This kit features Power Assist boxes and extendable handles. This TapeTech set is pre-configured with the most popular size options, and is a great choice for any professional drywall finisher. Functions: Applies tape and compound to wall, ceiling and corner joints Finishes joints on walls and ceilings Finishes inside corners of walls and ceilings Finishes dimples created by fasteners 5 Year TapeTech Warranty Includes: EZ Clean™ Automatic Taper 07TT 10"" PowerAssist MaxxBox PAHC10 12"" PowerAssist MaxxBox PAHC12 Corner Roller 15TTE 2.5"" Corner Finisher 42TT 3"" EZ Roll™ Adjustable Corner Finisher 48TT 2"" EZ Clean™ Nailspotter NS02TT 3"" EZ Clean™ Nailspotter NS02TT MudRunner Applicator 14TT 2 - Loading Pumps 76TT Gooseneck 85TT Flat Box Filler 90TT Corner Finisher Adaptor CFA-TT 3 - Extendable Handles XHTT 2 - Flat Box Xtender Handles 88TTE","https://www.shopamestools.com/Item_Images_AMES/13684_TapeTechSetTTPPSEF_001.jpg","https://www.shopamestools.com/TapeTech-Pro-Performance-Easy-Finish-Set-TTPPSEF"
"13685","TTPPS","TapeTech Pro Performance Set TTPPS","TapeTech","","$6,625.00","Yes","","TapeTech Pro Performance Set TTPPS All the benefits of the Standard Set plus two Nail Spotters for professional finishing of screws, and an additional pump that saves on fill up time. This TapeTech set is pre-configured with the most popular size options, and is a great choice for any professional drywall finisher. Functions: Applies tape and compound to wall, ceiling and corner joints Finishes joints on walls and ceilings Finishes inside corners of walls and ceilings Finishes dimples created by fasteners 5 Year TapeTech Warranty Includes: EZ Clean™ Automatic Taper 07TT 10"" EZ Clean™ Flat Box EZ10TT 12"" EZ Clean™ Flat Box EZ12TT Corner Roller 15TTE 2.5"" Corner Finisher 42TT 3"" EZ Roll™ Adjustable Corner Finisher 48TT 8"" Corner Applicator CA08TT 2"" EZ Clean™ Nailspotter NS02TT 3"" EZ Clean™ Nailspotter NS02TT 2 - Loading Pumps 76TT Gooseneck 85TT Flat Box Filler 90TT Corner Finisher Adaptor CFA-TT 3 - Extendable Handles XHTT 2 - Flat Box Xtender Handles 88TTE","https://www.shopamestools.com/Item_Images_AMES/13685_TapeTechSetTTPPS_001.jpg","https://www.shopamestools.com/TapeTech-Pro-Performance-Tool-Set"
"13686","8000TT-PA","TapeTech Wizard Compact Flat Box Handle 8000TT-PA","TapeTech","","$109.00","No","","TapeTech Wizard Compact Flat Box Handle 8000TT-PA for Power Assist Boxes BIGGER ISN'T ALWAYS BETTER! ! The New Wizard™ Compact Flat Box Handle lets you take your flat box places it has never been. This model is specially designed for use with TapeTech Power Assist flat boxes. The compact size of the Wizard™ allows you to use your box in tight spaces like closets or under stairs. The Wizard™ gives you unmatched control by placing your hand directly over the pressure plate. The extra leverage gives you more power with less force and is much safer when working on scaffolding. This handle is angled to give you the extra clearance needed on the power assist boxes. This revolutionary design has the ability to reverse the front handle, allowing for multiple hand positions, which reduces worker fatigue. The lack of a brake handle on the Wizard™ means even an unexperienced finisher can learn quickly. Features: Compact size (10.5"") fits where other handles can't, making closets and tight spots no problem. Specially angled to fit on TapeTech Power Assist Flat Boxes Unmatched control and leverage, achieved by placing your hand directly over the pressure plate. Improved ergonomics, including the reversible handle to reduce fatigue.","https://www.shopamestools.com/Item_Images_AMES/13686_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13686_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/13686_media_3.jpg","https://www.shopamestools.com/TT8000PA-TapeTech-Wizard-Compact-Flat-Box-Handle-for-Power-Assist-Boxes"
"13759","CF25TT","TapeTech 2.5"" Direct Flusher CF25TT","TapeTech","","$114.00","No","","TapeTech 2.5"" Corner Flusher can quickly glaze or finish inside corners. TapeTech CF25TT flusher can be used as either a direct or indirect flusher. Indirect flushers are used to smooth compound that has been applied by another tool. Direct flushers can be used to apply joint compound to internal corners. You can simply choose the size flusher to suit your needs without worrying which style to order. The Corner Flushers fit all standard angle boxes, corner boxes, angle head handles or Mudrunner. TapeTech corner flusher can be used as either an indirect flusher for skimming over compound applied with applicator or by attaching to angle box, corner box or Mudrunner to apply final finish coat over inside drywall corner angles. Durable ultra-light weight skids offer long, reliable service and optional wheels can be mounted for super smooth finishing. Stainless steel body Optional roller wheels available Ultra light, durable skids for smooth operation and long life Can be used as either indirect or direct flusher","https://www.shopamestools.com/Item_Images_AMES/13759_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13759_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/13759_media_3.jpg","https://www.shopamestools.com/TapeTech-Direct-Flusher-25"
"13760","CF30TT","TapeTech 3"" Direct Flusher CF30TT","TapeTech","","$119.00","No","","TapeTech 3"" Corner Flusher can quickly glaze or finish inside corners. TapeTech CF30TT flusher can be used as either a direct or indirect flusher. Direct flushers can be used to apply joint compound to internal corners. Indirect flushers are used to smooth compound that has been applied by another tool. You can simply choose the size flusher to suit your needs without worrying which style to order. The Corner Flushers fit all standard angle boxes, corner boxes, angle head handles or Mudrunner. TapeTech corner flusher can be used either by attaching to angle box, corner box or Mudrunner to apply final finish coat over inside drywall corner angles or as an indirect flusher for skimming over compound applied with applicator. Optional wheels can be mounted for super smooth finishing. Durable ultra-light weight skids offer long, reliable service. Stainless steel body Ultra light, durable skids for smooth operation and long life Optional roller wheels available Can be used as either indirect or direct flusher","https://www.shopamestools.com/Item_Images_AMES/13760_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13760_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/13760_media_3.jpg","https://www.shopamestools.com/TapeTech-Direct-Flusher-3"
"13761","CF35TT","TapeTech 3.5"" Direct Flusher CF35TT","TapeTech","","$125.00","No","","TapeTech 3.5"" Corner Flusher can quickly glaze or finish inside corners. Direct flushers can be used to apply joint compound to internal corners. Indirect flushers are used to smooth compound that has been applied by another tool. TapeTech CF35TT flusher can be used as either a direct or indirect flusher. You can simply choose the size flusher to suit your needs without worrying which style to order. The Corner Flushers fit all standard angle boxes, corner boxes, angle head handles or Mudrunner. TapeTech corner flusher can be used either by attaching to angle box, corner box or Mudrunner to apply final finish coat over inside drywall corner angles or as an indirect flusher for skimming over compound applied with applicator. Optional wheels can be mounted for super smooth finishing. Durable ultra-light weight skids offer long, reliable service. Stainless steel body Can be used as either direct or indirect flusher Ultra light, durable skids for smooth operation and long life Optional roller wheels available","https://www.shopamestools.com/Item_Images_AMES/13761_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13761_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/13761_media_3.jpg","https://www.shopamestools.com/TapeTech-Direct-Flusher-35"
"13762","CF40TT","TapeTech 4"" Direct Flusher CF40TT","TapeTech","","$129.00","No","","TapeTech 4"" Corner Flusher can quickly glaze or finish inside corners. Direct flushers can be used to apply joint compound to internal corners. Indirect flushers are used to smooth compound that has been applied by another tool. TapeTech CF40TT flusher can be used as either a direct or indirect flusher. You can simply choose the size flusher to suit your needs without worrying which style to order. The Corner Flusher fist all standard corner boxes, angle boxes, angle head handles or Mudrunner. TapeTech corner flusher can be used to apply final finish coat over inside drywall corner angles by attaching to angle box, corner box or Mudrunner or as an indirect flusher for skimming over compound applied with applicator. Durable ultra-light weight skids offer long, reliable service. Optional wheels can be mounted for super smooth finishing. Stainless steel body Optional roller wheels available Can be used as either direct or indirect flusher Ultra light, durable skids for smooth operation and long life","https://www.shopamestools.com/Item_Images_AMES/13762_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13762_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/13762_media_3.jpg","https://www.shopamestools.com/TapeTech-Direct-Flusher-4"
"13763","CT24TT","TapeTech 24"" Compound Tube CT24TT","TapeTech","","$189.00","No","","TapeTech 24"" Compound Tube CT24TT Supplies joint compound to corner flushers for finishing inside corners. TapeTech Compound Tube also attaches to applicator heads for applying corner bead to internal and external corners. The Compound Tube features quick release clamps, allowing disassembly for easy cleaning. 24"" compound tube is very maneuverable and is an excellent choice for working in smaller areas. Gold anodized main tube and stainless steel cone offer maximum durability. Stainless Steel Nose Cone Smooth Operation With Optimized Plunger Design Quick Release Clamps For Easy Cleaning Gold Anodized Aluminum Main Tube","https://www.shopamestools.com/Item_Images_AMES/13763_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13763_media_2.jpg","https://www.shopamestools.com/TapeTech-Compound-Tube-24"
"13764","CT36TT","TapeTech 36"" Compound Tube CT36TT","TapeTech","","$199.00","No","","TapeTech 36"" Compound Tube CT36TT Supplies joint compound to corner flushers for finishing inside corners. TapeTech Compound Tube also attaches to applicator heads for applying corner bead to internal and external corners. The Compound Tube features quick release clamps, allowing disassembly for easy cleaning. 36"" compound tube is very versatile and is an excellent choice for working in general areas. Gold anodized main tube and stainless steel cone offer maximum durability. Stainless Steel Nose Cone Smooth Operation With Optimized Plunger Design Quick Release Clamps For Easy Cleaning Gold Anodized Aluminum Main Tube","https://www.shopamestools.com/Item_Images_AMES/13764_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13764_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/13764_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/13764_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/13764_media_5.jpg | https://www.shopamestools.com/Item_Images_AMES/13764_media_6.jpg","https://www.shopamestools.com/TapeTech-Compound-Tube-36"
"13765","CT42TT","TapeTech 42"" Compound Tube CT42TT","TapeTech","","$209.00","No","","TapeTech 42"" Compound Tube CT42TT Supplies joint compound to corner flushers for finishing inside corners. TapeTech Compound Tube also attaches to applicator heads for applying corner bead to internal and external corners. The Compound Tube features quick release clamps, allowing disassembly for easy cleaning. 42"" Compound Tube is very versatile and is an excellent choice for working in higher areas. Gold anodized main tube and stainless steel cone offer maximum durability. Stainless Steel Nose Cone Smooth Operation With Optimized Plunger Design Quick Release Clamps For Easy Cleaning Gold Anodized Aluminum Main Tube","https://www.shopamestools.com/Item_Images_AMES/13765_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13765_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/13765_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/13765_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/13765_media_5.jpg | https://www.shopamestools.com/Item_Images_AMES/13765_media_6.jpg","https://www.shopamestools.com/TapeTech-Compound-Tube-42"
"13865","42TT","TapeTech 2.5"" Angle Head 42TT","TapeTech","","$399.00","No","","TapeTech 2.5"" Angle Head Used to perfectly feather both sides of internal drywall tape corners in one pass. The corner finisher, also known as corner finisher, angle finisher, or glazer, is attached to a corner applicator, angle box, MudRunner® or angle head handle to quickly and professionally finish internal drywall corners. An angle head can be used for any 90º inside drywall corner, at either wall or ceiling junctions, and embeds inside angle tape on walls and ceilings by smoothly feathering excess mud in internal corners. TapeTech Corner Finishers are spring loaded to help compensate for slight corner imperfections. The TapeTech 2.5"" corner finisher angle head is ideal for tape coats and for finishing drywall projects with narrow door legs or window trim areas. Stainless steel frames provide many years of reliable service and positive ball retainer keeps angle head securely attached to angle box, Mudrunner or angle head handle, eliminating surprise disconnects or tool damage. Locking Clip Retainer Eliminates Damaging Disconnects. Perfect For Glazing Tape Coat Narrow Side Legs Welded Steel Frames Durable Nickel-Plating Die-cast aluminum body resists corrosion","https://www.shopamestools.com/Item_Images_AMES/13865_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13865_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/13865_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/13865_media_4.jpg","https://www.shopamestools.com/TapeTech-Angle-Head-25"
"13866","PAHC07","TapeTech 7"" Power Assist MAXXBOX PAHC07","TapeTech","","$459.00","No","","TapeTech 7"" POWER ASSIST® MAXXBOX® PAHC07 Gives you the extra capacity you want in a high capacity Flat Box, with half the effort. Save time and reduce fatigue by letting the tool do more of the work. Featuring a smart design that matches the usable capacity to the application. The TapeTech Power Assist® finishing box holds just the right amount of joint compound to keep you finishing longer without wearing you out. The POWER ASSIST® MAXXBOX® is sure to become the industry standard for finishing! Adjustable dial crown setting allows the user to easily apply just the right amount of compound over flat seams and butt joints on walls and ceilings. These boxes work with all major brand flat box handles, including the Wizard™ handle for Power Assist® boxes 8000TT-PA (not included). Flat box brake handle controls position of MAXXBOX® to activate the POWER ASSIST® mechanism. Pressure plate reverse spring setup then helps apply the joint compound. MAXXBOX® high capacity holds more mud compound, saving you trips back and forth to the the pump for refills, increasing your production ability. Perfect For Base Coats on Flat Seams, Butt Joints and Cornerbeads Pivoting Axle Adjusts To Any Drywall Surface Adjustable Crown Control For Correct Compound Output Designed To Improve Speed and Efficiency Reverse Springs For Power Assisted Finishing EasyClean Pressure Plate For Fast Cleanup High Mud Compound Capacity","https://www.shopamestools.com/Item_Images_AMES/13866_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13866_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/13866_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/13866_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/13866_media_5.jpg | https://www.shopamestools.com/Item_Images_AMES/13866_media_6.jpg","https://www.shopamestools.com/TapeTech-PowerAssist-MaxxBox-PAHC07"
"13867","PAHC10","TapeTech 10"" Power Assist MAXXBOX PAHC10","TapeTech","","$469.00","No","","TapeTech 10"" POWER ASSIST® MAXXBOX® PAHC10 Gives you the extra capacity you want in a high capacity Flat Box, with half the effort. Save time and reduce fatigue by letting the tool do more of the work. Featuring a smart design that matches the usable capacity to the application. The TapeTech Power Assist® finishing box holds just the right amount of joint compound to keep you finishing longer without wearing you out. The POWER ASSIST® MAXXBOX® is sure to become the industry standard for finishing! Adjustable dial crown setting allows the user to easily apply just the right amount of compound over flat seams and butt joints on walls and ceilings. These boxes work with all major brand flat box handles, including the Wizard™ handle for Power Assist® boxes 8000TT-PA (not included). Flat box brake handle controls position of MAXXBOX® to activate the POWER ASSIST® mechanism. Pressure plate reverse spring setup then helps apply the joint compound. MAXXBOX® high capacity holds more mud compound, saving you trips back and forth to the the pump for refills, increasing your production ability. Perfect For Base Coats Or Finish Coats On Flat Seams, Butt Joints and Cornerbeads Pivoting Axle Adjusts To Any Drywall Surface Adjustable Crown Control For Correct Compound Output Designed To Improve Speed and Efficiency Reverse Springs For Power Assisted Finishing EasyClean Pressure Plate For Fast Cleanup High Mud Compound Capacity","https://www.shopamestools.com/Item_Images_AMES/13867_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13867_media_10.jpg | https://www.shopamestools.com/Item_Images_AMES/13867_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/13867_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/13867_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/13867_media_5.jpg | https://www.shopamestools.com/Item_Images_AMES/13867_media_6.jpg | https://www.shopamestools.com/Item_Images_AMES/13867_media_7.jpg | https://www.shopamestools.com/Item_Images_AMES/13867_media_8.jpg | https://www.shopamestools.com/Item_Images_AMES/13867_media_9.jpg","https://www.shopamestools.com/TapeTech-PowerAssist-MaxxBox-PAHC10"
"13868","PAHC12","TapeTech 12"" Power Assist MAXXBOX PAHC12","TapeTech","","$479.00","No","","TapeTech 12"" POWER ASSIST® MAXXBOX® PAHC12 Gives you the extra capacity you want in a high capacity Flat Box, with half the effort. Save time and reduce fatigue by letting the tool do more of the work. Featuring a smart design that matches the usable capacity to the application. The TapeTech Power Assist® finishing box holds just the right amount of joint compound to keep you finishing longer without wearing you out. The POWER ASSIST® MAXXBOX® is sure to become the industry standard for finishing! Adjustable dial crown setting allows the user to easily apply just the right amount of compound over flat seams and butt joints on walls and ceilings. These boxes work with all major brand flat box handles, including the Wizard™ handle for Power Assist® boxes 8000TT-PA (not included). Flat box brake handle controls position of MAXXBOX® to activate the POWER ASSIST® mechanism. Pressure plate reverse spring setup then helps apply the joint compound. MAXXBOX® high capacity holds more mud compound, saving you trips back and forth to the the pump for refills, increasing your production ability. Perfect For Finish Coats on Flat Seams, and Butt Joints Pivoting Axle Adjusts To Any Drywall Surface Adjustable Crown Control For Correct Compound Output Designed To Improve Speed and Efficiency Reverse Springs For Power Assisted Finishing EasyClean Pressure Plate For Fast Cleanup High Mud Compound Capacity","https://www.shopamestools.com/Item_Images_AMES/13868_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13868_media_10.jpg | https://www.shopamestools.com/Item_Images_AMES/13868_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/13868_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/13868_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/13868_media_5.jpg | https://www.shopamestools.com/Item_Images_AMES/13868_media_6.jpg | https://www.shopamestools.com/Item_Images_AMES/13868_media_7.jpg | https://www.shopamestools.com/Item_Images_AMES/13868_media_8.jpg | https://www.shopamestools.com/Item_Images_AMES/13868_media_9.jpg","https://www.shopamestools.com/TapeTech-PowerAssist-MaxxBox-PAHC12"
"14131","QB06-QSX","TapeTech 6.5"" QuickBox QSX Finishing Box","TapeTech","","$149.00","No","","TapeTech QuickBox QSX 6.5"" Finishing Box QuickBox™ QSX - is the first finishing box specifically designed to be used with fast-setting joint compounds (hot mud). Combine the speed of same day multi-coat hot mud with ATF flat box consistent finish! The 6 ½” QuickBox™ QSX is the perfect tool for drywallers who prefer to use fast-setting joint compound when embedding the joint tape. The QuickBox™ QSX works with paper tape, fiberglass tape or the new fiber joint tapes. The QuickBox™ QSX can be used for a wide variety of applications - Tape Embed, Nail Spot, Flex Trim Coating, Tight Area, Short Runs, and more. Constructed from advanced space age materials, fast-setting joint compound is easily removed from the finishing box, even hours or days later. The compound literally falls out of the QuickBox™ QSX with a few light taps. QuickBox™ QSX features: A glass-filled polypropylene shell that provides a slick surface with maximum strength and durability. Large wheels to roll easily over any type of gypsum panels Pressure plate that opens completely for easy filling and cleaning. The box can be filled easily with the pump, the compound tube or by hand An optimized blade design that matches the blade with the application, eliminating the need to make adjustments or change crown settings. Tool-free design for ultra-fast blade changes. Works with all TapeTech and major brand finishing box handles, including the Wizard®. Includes two blades (QB6003 standard and QB6023 crown)","https://www.shopamestools.com/Item_Images_AMES/14131_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/14131_media_10.jpg | https://www.shopamestools.com/Item_Images_AMES/14131_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/14131_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/14131_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/14131_media_5.jpg | https://www.shopamestools.com/Item_Images_AMES/14131_media_6.jpg | https://www.shopamestools.com/Item_Images_AMES/14131_media_7.jpg | https://www.shopamestools.com/Item_Images_AMES/14131_media_8.jpg | https://www.shopamestools.com/Item_Images_AMES/14131_media_9.jpg","https://www.shopamestools.com/TapeTech-QuickBox-QSX"
"14148","EZ07TT","TapeTech 7"" EasyClean Flat Box EZ07TT","TapeTech","","$379.00","No","","TapeTech 7"" EasyClean™ Flat Box EZ07TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time. The main extrusion strongly supports side plates for greater strength. Ideal for applying base coat to drywall flat seams, butt joints or corner beads, These boxes will also fit all major brands of flat box handles. The EasyRoll™ wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll™ wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. These wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll™ wheels are more than three times wider than after-market products, making it easier to place, and keep the finishing box on the corner bead. EasyRoll™ wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. Perfect For Base Coats On Flat Seams and Corner Bead. Coat Corner Bead With EZ Roll Wheels Quick Release Thumb Latches For Easy Cleanup Rigid Shell Design Easy Blade Carrier Dial Adjustment For Precision Fits All Major Brand Drywall Flat Box Handles 5-Year Manufacturer's Warranty.","https://www.shopamestools.com/Item_Images_AMES/14148_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/14148_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/14148_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/14148_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/14148_media_5.jpg | https://www.shopamestools.com/Item_Images_AMES/14148_media_6.jpg","https://www.shopamestools.com/TapeTech-FlatBox-EZ07TT"
"14149","EZ10TT","TapeTech 10"" EasyClean Flat Box EZ10TT","TapeTech","","$389.00","No","","TapeTech 10"" EasyClean™ Flat Box EZ10TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time. The main extrusion strongly supports side plates for greater strength. Ideal for applying base coat to drywall flat seams, butt joints or corner beads, These boxes will also fit all major brands of flat box handles. The EasyRoll™ wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll™ wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. These wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll™ wheels are more than three times wider than after-market products, making it easier to place, and keep the finishing box on the corner bead. EasyRoll™ wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. Perfect For Base Coats or Finish Coats On Flat Seams and Corner Bead. Coat Corner Bead With EZ Roll Wheels Quick Release Thumb Latches For Easy Cleanup Rigid Shell Design Easy Blade Carrier Dial Adjustment For Precision Fits All Major Brand Drywall Flat Box Handles 5-Year Manufacturer's Warranty.","https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_001.jpg | https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_002.jpg | https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_003.jpg | https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_006.jpg | https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_007.jpg | https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_008.jpg | https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_009.jpg","https://www.shopamestools.com/TapeTech-FlatBox-EZ10TT"
"14150","EZ12TT","TapeTech 12"" EasyClean Flat Box EZ12TT","TapeTech","","$399.00","No","","TapeTech 12"" EasyClean™ Flat Box EZ12TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time. The main extrusion strongly supports side plates for greater strength. Ideal for applying for applying finish coat to drywall flat seams or butt joints, These boxes will also fit all major brands of flat box handles. The EasyRoll™ wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll™ wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. These wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll™ wheels are more than three times wider than after-market products, making it easier to place, and keep the finishing box on the corner bead. EasyRoll™ wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. Perfect For Finish Coats On Flat Seams and Butt Joints. Coat Corner Bead With EZ Roll Wheels Quick Release Thumb Latches For Easy Cleanup Rigid Shell Design Easy Blade Carrier Dial Adjustment For Precision Fits All Major Brand Drywall Flat Box Handles 5-Year Manufacturer's Warranty.","https://www.shopamestools.com/Item_Images_AMES/14150_TapeTechEZ12TT_001.jpg | https://www.shopamestools.com/Item_Images_AMES/14150_TapeTechEZ12TT_003.jpg | https://www.shopamestools.com/Item_Images_AMES/14150_TapeTechEZ12TT_004.jpg | https://www.shopamestools.com/Item_Images_AMES/14150_TapeTechEZ12TT_005.jpg | https://www.shopamestools.com/Item_Images_AMES/14150_TapeTechEZ12TT_008.jpg | https://www.shopamestools.com/Item_Images_AMES/14150_TapeTechEZ12TT_009.jpg","https://www.shopamestools.com/TapeTech-FlatBox-EZ12TT"
"14151","FHTT","TapeTech Interchangeable Fiberglass Support Handle FHTT","TapeTech","","$59.00","No","","TapeTech Interchangeable Fiberglass Support Handle FHTT An interchangeable handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle FHTT fits the corner roller without adapters, as well as the new design corner applicator and nail spotter without adapters. The new, optimal 1.25"" diameter makes TapeTech FHTT handles the most ergonomic in the industry. The FHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. Features: Single Handle With Attachments For A Variety Of Tools D-Shaped Fitting Eliminates Corner Box Movement Comfortable and Ergonomic Lightweight Only 1.15lbs 43"" Overall Length 1.25"" Diameter Handle Fitments and Adapters: The Corner Applicator Adapter (CAA-TT) The Nail Spotter Adapter (NSA-TT) Corner Finisher/ Angle Head Adapter (CFA-TT) Corner Applicator/ Angle Box Handle Adapter (CAA-TT) Note: If you use your current Nail Spotters with the new handle system you will need to mount the handle in the back holes of the tabs on the Nail Spotter. If you have the current 63TT or 68TT Nail Spotters, you need the FHTT or the XHTT plus the NSA-TT adapter. If you have the current 35TT or 50TT Corner Applicators, you need the FHTT or the XHTT plus the CAA-TT adapter.","https://www.shopamestools.com/Item_Images_AMES/14151_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/14151_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/14151_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/14151_media_4.jpg","https://www.shopamestools.com/TapeTech-Fiberglass-Support-Handle-FHTT"
"14152","XHTT","TapeTech Interchangeable Extendable Support Handle XHTT","TapeTech","","$179.00","No","","TapeTech Interchangeable Extendable Support Handle XHTT An interchangeable, extendable handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle XHTT fits the corner roller without adapters, as well as the new design corner applicator and nail spotter without adapters. The new, optimal 1.25"" diameter makes TapeTech XHTT handles the most ergonomic in the industry. The XHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. Features: Single Handle With Attachments For A Variety Of Tools D-Shaped Fitting Eliminates Corner Box Movement Comfortable and Ergonomic Extendable from 43""-77"" Lightweight Only 2.15lbs 1.25"" Diameter Handle Fitments and Adapters: The Corner Applicator Adapter (CAA-TT) The Nail Spotter Adapter (NSA-TT) Corner Finisher/ Angle Head Adapter (CFA-TT) Corner Applicator/ Angle Box Handle Adapter (CAA-TT) Note: If you use your current Nail Spotters with the new handle system you will need to mount the handle in the back holes of the tabs on the Nail Spotter. If you have the current 63TT or 68TT Nail Spotters, you need the FHTT or the XHTT plus the NSA-TT adapter. If you have the current 35TT or 50TT Corner Applicators, you need the FHTT or the XHTT plus the CAA-TT adapter.","https://www.shopamestools.com/Item_Images_AMES/14152_TapeTechInterchangeableExtendableSupportHandle_001.jpg | https://www.shopamestools.com/Item_Images_AMES/14152_TapeTechInterchangeableExtendableSupportHandle_002.jpg | https://www.shopamestools.com/Item_Images_AMES/14152_TapeTechInterchangeableExtendableSupportHandle_003.jpg | https://www.shopamestools.com/Item_Images_AMES/14152_TapeTechInterchangeableExtendableSupportHandle_004.jpg","https://www.shopamestools.com/TapeTech-XHT-Extendable-Handle"
