sku,in_columbia_scrape,in_tsw_scrape,source,name,category,has_image,image_count
CT85,0,1,tsw,Columbia Taper Clutch Release Shaft,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CT86,0,1,tsw,Columbia Taper Toe Kicker Cable,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CT87A,0,1,tsw,Columbia Taper Bracket Base,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CT87CS,0,1,tsw,Columbia Cover Plate Cork Seal,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CT88,0,1,tsw,Columbia Taper Clutch Release Rod,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CT89,0,1,tsw,Columbia Taper Release Rod Sleeve,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CT92,0,1,tsw,Columbia Taper Release Clip,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CT92A,0,1,tsw,Columbia Taper L Clip,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CT93,0,1,tsw,Columbia Taper Mud Shut Off Lever Arm,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CT94,0,1,tsw,Columbia Taper Mud Shut Off Upper Plate,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CT95,0,1,tsw,Columbia Taper Control Valve,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CT96,0,1,tsw,Columbia Taper Mud Shut Off Gasket,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CT97,0,1,tsw,Columbia Taper Mud Supply Valve Body,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,0,0
CT98,0,1,tsw,Columbia Taper Mud Supply Seal Plate,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTA107,0,1,tsw,Columbia Piston Assembly for Taper,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTA13,0,1,tsw,Columbia Taper Dog Base Bracket,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTA41,0,1,tsw,Columbia Taper Cutter Block Assembly,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTA59,0,1,tsw,Columbia Taper Magnet,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTA84,0,1,tsw,Columbia Cable Pulley Guide,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTA87CL,0,1,tsw,Columbia Cover Plate Assembly,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTA99,0,1,tsw,Columbia Removable Cover Plate Pin,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTK10,0,1,tsw,Columbia 10&#34; Stainless Steel Comfort Grip Taping Knife,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTK12,0,1,tsw,Columbia 12&#34; Stainless Steel Comfort Grip Taping Knife,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTK14,0,1,tsw,Columbia 14&#34; Stainless Steel Comfort Grip Taping Knife,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTK8,0,1,tsw,Columbia 8&#34; Stainless Steel Comfort Grip Taping Knife,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTR1,0,1,tsw,Columbia Taper Maintenance Kit,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTR42A,0,1,tsw,Columbia Taper Blades Maintenance Kit,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
CTR72,0,1,tsw,Columbia Taper Cables Kit-3 per pack,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
DIRECTCORNERFLUSHER,1,0,columbia,Direct Corner Flusher,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,1,3
FA201,0,1,tsw,Columbia 1/16&#34; X 3/8&#34; Split Pin,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA208,0,1,tsw,Columbia 4-40 x 1/8&#34; Binder Slot,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA215,0,1,tsw,Columbia 4-40 x 5/16 Binder Slot,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA220,0,1,tsw,Columbia 4-40 X 3/4&#34; Bind Head Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA222,0,1,tsw,Columbia 5-40 X 3/8&#34; Bind Head Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA224,0,1,tsw,Columbia 1/8&#34; X 3/8&#34; Split Pin,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA225,0,1,tsw,Columbia 1/8&#34; X 3/8&#34; Special Washer,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA231,0,1,tsw,Columbia #6 X 3/8&#34; Hex Bolt,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA232,0,1,tsw,Columbia 6-32 Hex Nut,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA234,0,1,tsw,Columbia 6-32 Nyloc Jam Nut,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA245,0,1,tsw,Columbia 6-32 X 1/2&#34; Fill. Head Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA247,0,1,tsw,Columbia 6-32 X 5/8&#34; Hex Bolt,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA252,0,1,tsw,Columbia #8 Star Washer,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA253,0,1,tsw,Columbia #8 Flat Washer,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA256,0,1,tsw,Columbia 8-32 x 3/16&#34; Pan Slot SS Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA261,0,1,tsw,Columbia 8-32 X 3/8&#34; Socket Hd Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA262,0,1,tsw,Columbia 8-32 X 1/2&#34; Socket Hd. Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA266,0,1,tsw,Columbia 8-32 X 1&#34; Flat Head Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA267,0,1,tsw,Columbia 8-32 X 1/2&#34; Pan Head Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA268,0,1,tsw,Columbia #10 Flat Washer,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA270,0,1,tsw,Columbia #10 X 3/4&#34; Fender Washer,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA273,0,1,tsw,Columbia 10-24 X 1&#34; Hex Bolt,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA274,0,1,tsw,Columbia 10-24 X 3/8&#34; Socket Hd Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA275,0,1,tsw,Columbia 10-24 X 3/4&#34; Hex Bolt,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA276,0,1,tsw,Columbia 10-24 X 7/8 Pan Head Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA278,0,1,tsw,Columbia #8 Belleville Washer,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA279,0,1,tsw,Columbia 10-24 X 1-1/4in Hex Bolt,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA280,0,1,tsw,Columbia #10 Belleville Washer,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA281,0,1,tsw,Columbia 10-32 X Nyloc Jam Nut-2 per pack,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA285,0,1,tsw,Columbia 1/4&#34; Plastic Washer,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA289,0,1,tsw,Columbia Split Pin 1/4&#34; X 2&#34;,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA290,0,1,tsw,Columbia 1/4-20 Nyloc Nut,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA292,0,1,tsw,Columbia 1/4-20 Nyloc Jam Nut,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA294,0,1,tsw,Columbia 1/4-20 X 3/8&#34; Socket Hd Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA295,0,1,tsw,Columbia 1/4-20 X 1/2&#34; Flat Socket,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA296,0,1,tsw,Columbia 1/4-20 X 1/2&#34; Hex Bolt,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA298,0,1,tsw,Columbia 1/4-20 X 7/8&#34; Flat Socket,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA300,0,1,tsw,Columbia 1/4-20 X 2&#34; Hex Bolt,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA302,0,1,tsw,Columbia 1/4-28 X 1/4&#34; Set Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA305,0,1,tsw,Columbia 5/16-18 X 3/4&#34; Hex Bolt,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA306,0,1,tsw,Columbia 5/16-18 X 1-1/4&#34; Hex Bolt,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA308,0,1,tsw,Columbia 33/64 X 7/8&#34; Flat Washer,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA312,0,1,tsw,Columbia 10-24 X 1/4&#34; Set Screw,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA314,0,1,tsw,Columbia 10-24 X 1-1/2 Pan Slot,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA379,0,1,tsw,Columbia 1/4&#34; E-Clip for Matrix Handle,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FA380,0,1,tsw,Columbia 1/8&#34; E-Clip for Matrix Handle,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FATBOYBOXES,1,0,columbia,Fat Boy Boxes,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes,1,3
FATBOYSMOOTHINGBLADES,1,0,columbia,Fat Boy Smoothing Blades,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,3
FFB17,0,1,tsw,Columbia Door Spring,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FFB43,0,1,tsw,Columbia Bead Wheel Bushing,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FINISHINGBOXMAINTENANCEKITS,1,0,columbia,Finishing Box Maintenance Kits,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
FINISHINGHAWKS,1,0,columbia,Finishing Hawks,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,2
FLATBOXES,1,0,columbia,Flat Boxes,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes,1,3
FLATBOXHANDLE,1,0,columbia,Flat Box Handle,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,2
FMH,1,1,both,Columbia L-Trim Mud Applicator Head,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,2
GN,1,1,both,Columbia Gooseneck,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,3
HANDLEMAINTENANCEKITS,1,0,columbia,Handle Maintenance Kits,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
HMP,1,1,both,Columbia Mud Pump (Top Disconnect),Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,3
IA90,1,1,both,Columbia 90 Inside Plastic Applicator,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,2
ICA,1,0,columbia,Inside Corner Applicator,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,4
ICA21,1,1,both,Columbia 2 Wheel Inside Corner Applicator,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,5
ICA41,1,1,both,Columbia 4 Wheel Inside Corner Applicator,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,5
ICATW,1,1,both,Columbia Two Way Internal Corner Applicator,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,3
ITC-K,1,0,columbia,Inside Track Conversion Kits,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes,1,4
MH,1,1,both,Columbia Matrix Extendable Flat Box Handle,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,7
MH17,0,1,tsw,Columbia Matrix Pinch Brake,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
MH21,0,1,tsw,Columbia Matrix Grip Adjuster Housing,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
MH24,0,1,tsw,Columbia Matrix Pinch Brake Bushing,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
MH25,0,1,tsw,Columbia Matrix Pinch Brake Stem,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
MH9,0,1,tsw,CTTMH9,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
MHL,1,1,both,Columbia Matrix XL Extendable Flat Box Handle,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,7
MHS,1,1,both,Columbia Matrix 29-39&#34; Extendable Flat Box Handle,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,7
MPR1,0,1,tsw,Columbia Mud Pump Maintenance Kit,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,1
MUDPANS,1,0,columbia,Mud Pans,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,3
MUDPUMPMAINTENANCEKIT,1,0,columbia,Mud Pump Maintenance Kit,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
NAILSPOTTERMAINTENANCEKITS,1,0,columbia,Nailspotter Maintenance Kits,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
OA90,0,1,tsw,Columbia Outside 90 Mud Head,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,1
ONEPIECEPUTTYKNIVESCOPY,1,0,columbia,Taping Knives,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,5
OUTSIDE90GROOVEDMUDHEADS,1,0,columbia,Outside 90 Grooved Mud Heads,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,1
PC1H,0,1,tsw,Columbia Predator One Handle,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
PC1HEXT,0,1,tsw,Columbia 3-5&#39; Predator One  Extendable Handle,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
PCHXL,0,1,tsw,Columbia 4-8&#39; Predator Long Extendable Handle,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
PCLT42,0,1,tsw,Columbia 42&#34; Predator Cam Lock Tube,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
PCMT42,0,1,tsw,Columbia 42&#34; Predator Compound Tube,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,1
PDDM,1,1,both,Columbia Phantom Dustless Drywall Sander,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,4
PHA,0,1,tsw,Columbia Aluminum Coarse Thread Adapter,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
PHMP,0,1,tsw,Columbia Predator Hot Mud Pump,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,1
PMH,0,1,tsw,Columbia 40&#34;-58&#34; Predator Matrix Box Handle,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
PMHL,0,1,tsw,Columbia 56&#34;-76&#34; Predator Matrix Box Handle,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
PMHS,0,1,tsw,Columbia 29&#34;-39&#34; Predator Matrix Box Handle,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
PTAPER,1,1,both,Columbia Predator Carbon Fiber Automatic Taper,Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers,1,5
PTS,1,1,both,Columbia Predator Tactical Set,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,3
PUTTYKNIVES,1,0,columbia,Putty Knives,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
RC,1,1,both,Columbia Road Case,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,5
SACS,1,1,both,Columbia Semi Automatic Commando Set,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,3
SAT,1,1,both,Columbia Semi Automatic Taper,Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers,1,2
SB212,0,1,tsw,Columbia Replacement 12&#34; Blade for Tomahawk,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SB214,0,1,tsw,Columbia Replacement 14&#34; Blade for Tomahawk,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SB218,0,1,tsw,Columbia Replacement 18&#34; Blade for Tomahawk,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SB224,0,1,tsw,Columbia Replacement 24&#34; Blade for Tomahawk,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SB232,0,1,tsw,Columbia Replacement 32&#34; Blade for Tomahawk,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SB27,0,1,tsw,Columbia Replacement 7&#34; Blade for Tomahawk,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SBC,0,1,tsw,Columbia Sabre Smoothing Blade Claw Adapter,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SBP,0,1,tsw,Columbia 41-75&#34; Sabre Smoothing Blade Extension Pole,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,1
SBSET,1,1,both,Columbia Sabre Set,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,3
SPTAPER,1,1,both,Columbia Sawed Off Mini PREDATOR Automatic Taper,Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers,1,6
SSB10,0,1,tsw,Columbia 10&#34; Sabre Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SSB12,0,1,tsw,Columbia 12&#34; Sabre Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SSB14,0,1,tsw,Columbia 14&#34; Sabre Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SSB16,0,1,tsw,Columbia 16&#34; Sabre Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SSB18,0,1,tsw,Columbia 18&#34; Sabre Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SSB24,0,1,tsw,Columbia 24&#34; Sabre Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SSB32,0,1,tsw,Columbia 32&#34; Sabre Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SSB40,0,1,tsw,Columbia 40&#34; Sabre Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SSB48,0,1,tsw,Columbia 48&#34; Sabre Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SSB7,0,1,tsw,Columbia 7&#34; Sabre Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
SSB-SIZE,1,0,columbia,Sabre Smoothing Blades,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,3
STANDARDCORNERFLUSHER,1,0,columbia,Standard Corner Flusher,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,1,3
STAPER,1,1,both,Columbia Sawed Off Mini Automatic Taper,Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers,1,6
TAPER,1,1,both,Columbia Automatic Taper,Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers,1,7
TBBF,1,1,both,Columbia Tall Boy Box Filler,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,3
TBGN,1,1,both,Columbia Tall Boy Gooseneck,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,3
TBMP,1,1,both,Columbia Tall Boy Mud Pump,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,3
TBPTAPER,0,1,tsw,Columbia Tall Boy Predator Automatic Taper,Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers,1,1
TCS,1,1,both,Columbia Semi Automatic Tool Case,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,3
THREEWAYKNIVESCOPY,1,0,columbia,Bucket Scoops,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,4
TL38,1,1,both,Columbia Twist Lock Extendable Handle 3&#39; - 8&#39;,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,3
TS,1,1,both,Columbia Tactical Set,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,3
TSB10,0,1,tsw,Columbia 10&#34; Tomahawk Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
TSB12,0,1,tsw,Columbia 12&#34; Tomahawk Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
TSB18,0,1,tsw,Columbia 18&#34; Tomahawk Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
TSB24,0,1,tsw,Columbia 24&#34; Tomahawk Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
TSB32,0,1,tsw,Columbia 32&#34; Tomahawk Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
TSB40,0,1,tsw,Columbia 40&#34; Tomahawk Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
TSB7,0,1,tsw,Columbia 7&#34; Tomahawk Smoothing Blade,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,1
TSB-SIZE,1,0,columbia,Tomahawk Smoothing Blades,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,5
TWS,1,1,both,Columbia Tomahawk Warrior Set,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,4
